Observer,Block,Contrast,State,Time,Duration
ml,49,1,-2,1.855112,0.11672
ml,49,1,1,1.888433,0.73368
ml,49,1,-2,1.905107,2.117669
ml,49,1,1,1.938461,1.584085
ml,49,1,-2,1.955135,0.200095
ml,49,1,-1,1.988482,2.067637
ml,49,1,-2,2.005156,0.133402
ml,49,1,1,2.038505,1.950918
ml,49,1,-2,2.055178,0.200094
ml,49,1,-1,2.088528,1.167218
ml,49,1,-2,2.105202,1.283941
ml,49,1,1,2.138551,0.950454
ml,49,1,-2,2.15523,0.116716
ml,49,1,-1,2.188581,1.233935
ml,49,1,-2,2.205249,0.100029
ml,49,1,1,2.238599,1.550733
ml,49,1,-2,2.255273,0.150164
ml,49,1,-1,2.288624,1.950828
ml,49,1,-2,2.305298,0.100047
ml,49,1,1,2.338648,1.067175
ml,49,1,-2,2.35532,0.650306
ml,49,1,-1,2.388674,0.533584
ml,49,1,-2,2.405355,3.001421
ml,49,1,-1,2.4386930000000002,1.200577
ml,49,1,-2,2.455368,0.100063
ml,49,1,1,2.488719,1.717447
ml,49,1,-2,2.50539,0.433539
ml,49,1,-1,2.538741,1.200567
ml,49,1,-2,2.555415,0.100047
ml,49,1,1,2.58877,1.950926
ml,49,1,-2,2.605443,0.466886
ml,49,1,-1,2.638954,0.933772
ml,49,1,-2,2.655462,0.200095
ml,49,1,1,2.688814,1.350637
ml,49,1,-2,2.705485,0.450213
ml,49,1,-1,2.738875,0.666981
ml,49,1,-2,2.755509,0.767027
ml,49,1,1,2.78886,1.033824
ml,49,1,-2,2.805533,0.316817
ml,49,1,-1,2.838975,1.684127
ml,49,1,-2,2.855561,0.116725
ml,49,1,1,2.888908,1.734148
ml,49,1,-2,2.905581,0.116722
ml,49,1,-1,2.938977,1.38399
ml,49,1,-2,2.955604,0.15007
ml,49,1,1,2.988954,3.351583
ml,49,1,-2,3.005627,0.116718
ml,49,1,-1,3.03907,2.984749
ml,49,1,-2,3.055656,0.100078
ml,49,1,1,3.089006,1.067137
ml,49,1,-2,3.105672,1.400734
ml,49,1,1,3.139056,0.983727
ml,49,1,-2,3.155696,0.150077
ml,49,1,-1,3.189049,0.900424
ml,49,1,-2,3.20572,0.10004300000000001
ml,49,1,1,3.239072,0.850403
ml,49,1,-2,3.255744,1.717481
ml,49,1,1,3.289118,0.950446
ml,49,1,-2,3.305774,0.250116
ml,50,1,-2,0.012978,0.900369
ml,50,1,1,0.029595,1.450679
ml,50,1,-2,0.062939,0.100052
ml,50,1,-1,0.079613,1.267256
ml,50,1,-2,0.112962,0.100047
ml,50,1,1,0.129636,0.383521
ml,50,1,-2,0.162988,1.600756
ml,50,1,1,0.179656,1.20056
ml,50,1,-2,0.213016,0.100054
ml,50,1,-1,0.229689,1.500702
ml,50,1,-2,0.263037,0.116717
ml,50,1,1,0.279704,1.550734
ml,50,1,-2,0.313058,0.133398
ml,50,1,-1,0.329728,1.167224
ml,50,1,-2,0.363081,0.650298
ml,50,1,1,0.379752,0.883754
ml,50,1,-2,0.413102,0.100045
ml,50,1,-1,0.429777,1.300612
ml,50,1,-2,0.463132,0.116721
ml,50,1,1,0.479806,1.250587
ml,50,1,-2,0.513151,0.133402
ml,50,1,-1,0.529826,1.267258
ml,50,1,-2,0.563173,0.133398
ml,50,1,1,0.57985,1.317285
ml,50,1,-2,0.613197,0.183423
ml,50,1,-1,0.629873,1.267264
ml,50,1,-2,0.663227,0.100046
ml,50,1,1,0.679899,0.950447
ml,50,1,-2,0.713246,0.100053
ml,50,1,-1,0.729916,0.783701
ml,50,1,-2,0.763269,0.100053
ml,50,1,1,0.779943,0.800371
ml,50,1,-2,0.813292,1.10052
ml,50,1,-1,0.829964,0.867073
ml,50,1,-2,0.863317,0.100051
ml,50,1,1,0.879992,1.48411
ml,50,1,-2,0.913347,0.116648
ml,50,1,-1,0.930019,2.451158
ml,50,1,-2,0.963361,0.150061
ml,50,1,1,0.980037,0.533594
ml,50,1,-2,1.013384,0.116716
ml,50,1,-1,1.030061,1.350634
ml,50,1,-2,1.063426,0.100054
ml,50,1,1,1.080082,1.534055
ml,50,1,-2,1.113442,0.100046
ml,50,1,-1,1.130113,0.8504
ml,50,1,-2,1.163461,0.100048
ml,50,1,1,1.180132,1.900896
ml,50,1,-2,1.213479,0.150074
ml,50,1,-1,1.230153,1.267257
ml,50,1,-2,1.263506,0.116721
ml,50,1,1,1.280176,1.000471
ml,50,1,-2,1.313526,0.100049
ml,50,1,-1,1.330203,1.333965
ml,50,1,-2,1.363556,1.867548
ml,50,1,-1,1.380225,0.783703
ml,50,1,-2,1.413576,0.116719
ml,50,1,1,1.43025,3.35158
ml,50,1,-2,1.463598,0.383516
ml,50,1,-1,1.480273,4.01856
ml,50,1,-2,1.513622,0.100053
ml,50,1,1,1.530295,1.584082
ml,50,1,-2,1.563653,0.10004
ml,50,1,-1,1.58032,1.367317
ml,50,1,-2,1.61367,0.133502
ml,50,1,1,1.630343,1.167111
ml,50,1,-2,1.663696,0.133396
ml,50,1,-1,1.680365,1.450685
ml,50,1,-2,1.713716,0.166742
ml,50,1,1,1.730392,1.484033
ml,50,1,-2,1.76374,0.150071
ml,50,1,-1,1.78042,0.516915
ml,50,1,-2,1.813765,0.200093
ml,50,1,1,1.830439,1.484032
ml,50,1,-2,1.863786,0.166742
ml,50,1,-1,1.880461,0.250122
ml,50,1,-2,1.913808,0.133397
ml,50,1,-1,1.930484,0.817053
ml,50,1,-2,1.963835,0.133392
ml,50,1,1,1.980508,2.100987
ml,50,1,-2,2.013859,0.100052
ml,50,1,-1,2.030538,2.25106
ml,50,1,-2,2.06388,0.150071
ml,50,1,1,2.080557,2.000947
ml,50,1,-2,2.113907,0.150065
ml,50,1,-1,2.130581,2.701279
ml,50,1,-2,2.163933,0.767029
ml,50,1,1,2.180603,2.834674
ml,50,1,-2,2.213955,0.316813
ml,50,1,-1,2.23063,2.301084
ml,50,1,-2,2.263978,0.183412
ml,50,1,1,2.280651,1.28394
ml,50,1,-2,2.3139980000000002,0.133404
ml,50,1,-1,2.330672,1.967595
ml,50,1,-2,2.364026,0.783698
ml,50,1,-1,2.380697,0.166744
ml,50,1,-2,2.414045,0.150069
ml,50,1,1,2.430721,3.034854
ml,50,1,-2,2.464078,0.116642
ml,50,1,-1,2.480746,2.451157
ml,50,1,-2,2.514094,1.333964
ml,50,1,1,2.530765,1.050487
ml,50,1,-2,2.56412,0.100051
ml,50,1,-1,2.580791,2.15102
ml,50,1,-2,2.614141,0.867068
ml,50,1,1,2.630815,1.450682
ml,50,1,-2,2.664171,0.133404
ml,50,1,-1,2.680843,0.550257
ml,50,1,-2,2.714188,4.852287
ml,50,1,-1,2.730862,0.950447
ml,50,1,-2,2.764211,0.066697
ml,50,1,1,2.780887,1.484039
ml,50,1,-2,2.814232,0.116724
ml,50,1,-1,2.83091,1.584082
ml,50,1,-2,2.864261,0.100042
ml,50,1,1,2.880938,0.967126
ml,50,1,-2,2.914285,0.133394
ml,50,1,-1,2.93096,0.300148
ml,50,1,-2,2.964308,0.100038
ml,50,1,1,2.980982,0.366845
ml,50,1,-2,3.014326,0.10004300000000001
ml,50,1,-1,3.031005,0.333497
ml,50,1,-2,3.064352,0.716999
ml,50,1,-1,3.081028,2.251064
ml,50,1,-2,3.11438,0.133401
ml,50,1,1,3.131055,3.218178
ml,50,1,-2,3.164405,0.133403
ml,50,1,-1,3.181072,3.151487
ml,50,1,-2,3.214421,0.133388
ml,50,1,1,3.231098,1.050497
ml,50,1,-2,3.264447,0.183415
ml,50,1,-1,3.281122,1.2506
ml,50,1,-2,3.314471,0.150062
os,1,0.0625,-2,0.017778,10.604939
os,1,0.0625,1,0.034395,2.26773
os,1,0.0625,-2,0.067745,0.700332
os,1,0.0625,-1,0.084418000000000007,3.918512
os,1,0.0625,-2,0.117768,1.300608
os,1,0.0625,1,0.134441,2.984739
os,1,0.0625,-2,0.167802,1.200564
os,1,0.0625,-1,0.184469,1.567405
os,1,0.0625,-2,0.217813,3.635052
os,1,0.0625,-1,0.234489,3.201503
os,1,0.0625,-2,0.267838,1.150541
os,1,0.0625,1,0.284513,0.450209
os,1,0.0625,-2,0.317861,0.900426
os,1,0.0625,1,0.334536,1.250586
os,1,0.0625,-2,0.367892,1.150543
os,1,0.0625,-1,0.384564,2.85134
os,1,0.0625,-2,0.417924,1.217241
os,1,0.0625,-1,0.434583,1.784173
os,1,0.0625,-2,0.467931,2.351109
os,1,0.0625,1,0.484606,1.150536
os,1,0.0625,-2,0.517956,1.117195
os,1,0.0625,-1,0.53463,1.584079
os,1,0.0625,-2,0.567979,2.301087
os,1,0.0625,-1,0.584652,6.419691
os,1,0.0625,-2,0.618007,1.250582
os,1,0.0625,-1,0.634683,3.801791
os,1,0.0625,-2,0.668027,2.801321
os,1,0.0625,1,0.6847,5.819402
os,1,0.0625,-2,0.71805,0.633635
os,1,0.0625,-1,0.734794,0.750351
os,1,0.0625,-2,0.768098,1.650784
os,1,0.0625,1,0.784748,3.401596
os,1,0.0625,-2,0.818101,0.350166
os,1,0.0625,-1,0.834775,1.200565
os,1,0.0625,-2,0.868122,3.451626
os,1,0.0625,-1,0.884795,2.717949
os,1,0.0625,-2,0.918146,1.400668
os,1,0.0625,1,0.934818,3.351563
os,1,0.0625,-2,0.968168,0.333494
os,1,0.0625,-1,0.984841,1.467357
os,1,0.0625,-2,1.018192,0.300138
os,1,0.0625,-1,1.03487,1.367313
os,1,0.0625,-2,1.068219,0.33349
os,1,0.0625,1,1.08489,1.367309
os,1,0.0625,-2,1.118239,1.033821
os,1,0.0625,1,1.134911,1.700807
os,1,0.0625,-2,1.168264,0.250116
os,1,0.0625,-1,1.184938,5.269142
os,1,0.0625,-2,1.218286,0.233444
os,1,0.0625,1,1.23496,2.251064
os,1,0.0625,-2,1.268317,0.300136
os,1,0.0625,-1,1.284989,0.700333
os,1,0.0625,-2,1.318332,2.000938
os,1,0.0625,1,1.335007,2.317762
os,1,0.0625,-2,1.368357,0.333489
os,1,0.0625,-1,1.385032,3.018083
os,1,0.0625,-2,1.418383,0.283471
os,1,0.0625,1,1.435054,1.500712
os,1,0.0625,-2,1.468406,3.05143
os,2,0.0625,-2,0.009535,5.652614
os,2,0.0625,-1,0.042828,3.351569
os,2,0.0625,-2,0.059503,0.483573
os,2,0.0625,1,0.092856,0.800362
os,2,0.0625,-2,0.109527,0.90043
os,2,0.0625,-1,0.142878,2.06764
os,2,0.0625,-2,0.159553,1.5340530000000001
os,2,0.0625,-1,0.1929,1.567409
os,2,0.0625,-2,0.209574,3.15148
os,2,0.0625,1,0.242921,2.06764
os,2,0.0625,-2,0.259595,7.153366
os,2,0.0625,-1,0.29295,4.452102
os,2,0.0625,-2,0.30962,0.733672
os,2,0.0625,1,0.342969,1.750824
os,2,0.0625,-2,0.359647,0.400191
os,2,0.0625,-1,0.393005,2.201034
os,2,0.0625,-2,0.409667,1.150542
os,2,0.0625,1,0.443015,5.969481
os,2,0.0625,-2,0.459688,2.434476
os,2,0.0625,-1,0.493041,1.367312
os,2,0.0625,-2,0.509714,3.585021
os,2,0.0625,-1,0.543063,4.685541
os,2,0.0625,-2,0.559737,0.700326
os,2,0.0625,1,0.593092,2.484544
os,2,0.0625,-2,0.609764,2.251023
os,2,0.0625,-1,0.643109,2.868018
os,2,0.0625,-2,0.65979,0.68366
os,2,0.0625,1,0.693137,3.801784
os,2,0.0625,-2,0.709809,2.417804
os,2,0.0625,1,0.743155,1.834194
os,2,0.0625,-2,0.759832,0.400199
os,2,0.0625,-1,0.793181,3.551662
os,2,0.0625,-2,0.809858,2.117665
os,2,0.0625,1,0.843206,4.051905
os,2,0.0625,-2,0.859879,1.700803
os,2,0.0625,-1,0.893232,0.583613
os,2,0.0625,-2,0.909899,5.20245
os,2,0.0625,1,0.94325,1.95091
os,2,0.0625,-2,0.959925,1.51739
os,2,0.0625,1,0.993273,3.451616
os,2,0.0625,-2,1.009949,0.416862
os,2,0.0625,-1,1.043302,2.884692
os,2,0.0625,-2,1.059976,0.900424
os,2,0.0625,1,1.093323,3.451628
os,2,0.0625,-2,1.109994,0.350162
os,2,0.0625,-1,1.143341,2.501177
os,2,0.0625,-2,1.16002,0.40019
os,2,0.0625,1,1.19337,3.901833
os,2,0.0625,-2,1.210044,0.900425
os,2,0.0625,-1,1.243395,2.717954
os,2,0.0625,-2,1.26007,0.333486
os,2,0.0625,1,1.293424,2.217715
os,13,0.125,-2,0.008555,1.133817
os,13,0.125,1,0.041852,4.101931
os,13,0.125,-2,0.058527,2.201041
os,13,0.125,1,0.091877,1.300611
os,13,0.125,-2,0.108555,0.616951
os,13,0.125,-1,0.141897,1.050494
os,13,0.125,-2,0.158574,0.683658
os,13,0.125,1,0.191921,1.417334
os,13,0.125,-2,0.208595,0.833725
os,13,0.125,1,0.241945,1.750824
os,13,0.125,-2,0.258618,4.61884
os,13,0.125,-1,0.29197,3.651719
os,13,0.125,-2,0.308648,0.500242
os,13,0.125,1,0.341995,4.568815
os,13,0.125,-2,0.358665,0.733676
os,13,0.125,1,0.392015,3.718421
os,13,0.125,-2,0.40869,0.400186
os,13,0.125,-1,0.442038,1.500708
os,13,0.125,-2,0.458714,0.400184
os,13,0.125,-1,0.492062,1.884223
os,13,0.125,-2,0.508736,1.667449
os,13,0.125,-1,0.54209,0.533591
os,13,0.125,-2,0.558769,1.517386
os,13,0.125,1,0.592108,3.685061
os,13,0.125,-2,0.608783,0.250114
os,13,0.125,-1,0.642134,3.518327
os,13,0.125,-2,0.658804,0.333495
os,13,0.125,1,0.692156,2.067636
os,13,0.125,-2,0.70883,0.183419
os,13,0.125,-1,0.742183,3.451623
os,13,0.125,-2,0.758859,0.250122
os,13,0.125,1,0.792202,1.40066
os,13,0.125,-2,0.808881,0.933772
os,13,0.125,-1,0.842228,0.883746
os,13,0.125,-2,0.858902,0.750357
os,13,0.125,-1,0.892256,0.616955
os,13,0.125,-2,0.908927,2.584553
os,13,0.125,-1,0.942274,1.567403
os,13,0.125,-2,0.958951,0.783701
os,13,0.125,1,0.992304,1.65078
os,13,0.125,-2,1.008977,0.21677
os,13,0.125,-1,1.042324,2.434481
os,13,0.125,-2,1.058996,0.35016
os,13,0.125,1,1.092344,3.56834
os,13,0.125,-2,1.109021,1.250592
os,13,0.125,1,1.142372,1.133869
os,13,0.125,-2,1.159042,0.250121
os,13,0.125,-1,1.192394,1.117189
os,13,0.125,-2,1.209073,2.451153
os,13,0.125,-1,1.242416,0.783708
os,13,0.125,-2,1.25909,0.150065
os,13,0.125,-1,1.292438,2.050968
os,13,0.125,-2,1.309115,1.7008
os,13,0.125,1,1.342463,2.501178
os,13,0.125,-2,1.359137,1.617435
os,13,0.125,-1,1.392485,0.683654
os,13,0.125,-2,1.409162,2.317754
os,13,0.125,-1,1.442513,1.884224
os,13,0.125,-2,1.459184,0.300137
os,13,0.125,1,1.492533,1.250592
os,13,0.125,-2,1.509209,1.100517
os,13,0.125,-1,1.542558,1.117197
os,13,0.125,-2,1.559234,1.467348
os,13,0.125,-1,1.59258,3.93519
os,13,0.125,-2,1.609256,0.250114
os,13,0.125,1,1.642607,1.200568
os,13,0.125,-2,1.659282,0.200093
os,13,0.125,-1,1.692627,1.317289
os,13,0.125,-2,1.709302,1.884225
os,13,0.125,1,1.742649,0.650303
os,13,0.125,-2,1.759327,0.616954
os,13,0.125,-1,1.792675,0.733689
os,13,0.125,-2,1.809352,4.518786
os,13,0.125,1,1.842698,2.384458
os,13,0.125,-2,1.859373,0.166742
os,13,0.125,-1,1.892726,0.233448
os,14,0.125,-2,0.031056,3.614987
os,14,0.125,1,0.044591,2.434485
os,14,0.125,-2,0.077696,0.466887
os,14,0.125,1,0.094367,0.38351
os,14,0.125,-2,0.127718,2.267739
os,14,0.125,-1,0.144394,2.701281
os,14,0.125,-2,0.177736,1.333961
os,14,0.125,1,0.194414,2.851342
os,14,0.125,-2,0.227763,2.701277
os,14,0.125,-1,0.244436,1.200561
os,14,0.125,-2,0.277785,0.600285
os,14,0.125,1,0.294458,3.168159
os,14,0.125,-2,0.327814,3.484983
os,14,0.125,-1,0.344489,1.317284
os,14,0.125,-2,0.37784,2.134341
os,14,0.125,-1,0.39451,2.501179
os,14,0.125,-2,0.42786,0.650303
os,14,0.125,1,0.444533,2.301131
os,14,0.125,-2,0.477882,2.117773
os,14,0.125,-1,0.494559,1.834047
os,14,0.125,-2,0.527907,2.251064
os,14,0.125,1,0.54458,3.6017
os,14,0.125,-2,0.577932,1.667455
os,14,0.125,1,0.594605,2.184363
os,14,0.125,-2,0.627948,0.550255
os,14,0.125,-1,0.644627,2.617904
os,14,0.125,-2,0.677976,1.100522
os,14,0.125,-1,0.694649,1.133867
os,14,0.125,-2,0.727997,2.267742
os,14,0.125,-1,0.744672,2.134334
os,14,0.125,-2,0.778028,0.300143
os,14,0.125,1,0.794699,2.351109
os,14,0.125,-2,0.828045,1.85087
os,14,0.125,-1,0.844722,0.817056
os,14,0.125,-2,0.878069,0.100048
os,14,0.125,-1,0.894744,2.751295
os,14,0.125,-2,0.928094,0.250119
os,14,0.125,1,0.944765,3.001418
os,14,0.125,-2,0.978116,0.433532
os,14,0.125,-1,0.994793,0.200097
os,14,0.125,-2,1.028149,0.366842
os,14,0.125,1,1.044819,3.701745
os,14,0.125,-2,1.078169,0.333489
os,14,0.125,-1,1.094838,3.851816
os,14,0.125,-2,1.128187,0.266801
os,14,0.125,1,1.144863,2.33443
os,14,0.125,-2,1.178212,0.45021
os,14,0.125,-1,1.194883,0.717006
os,14,0.125,-2,1.228238,0.750356
os,14,0.125,1,1.244913,0.883749
os,14,0.125,-2,1.278259,2.35111
os,14,0.125,-1,1.294932,2.05097
os,14,0.125,-2,1.328281,1.600755
os,14,0.125,1,1.344958,4.001888
os,14,0.125,-2,1.378304,0.800374
os,14,0.125,-1,1.394981,2.868018
os,14,0.125,-2,1.42833,0.500236
os,14,0.125,1,1.445006,1.934247
os,14,0.125,-2,1.478356,0.717005
os,14,0.125,1,1.495027,0.700334
os,14,0.125,-2,1.528381,0.300138
os,14,0.125,-1,1.54505,2.201036
os,14,0.125,-2,1.578402,1.550733
os,14,0.125,1,1.595074,2.784644
os,14,0.125,-2,1.628421,1.600757
os,14,0.125,-1,1.6451,1.950918
os,14,0.125,-2,1.678451,1.817526
os,14,0.125,1,1.695125,0.600283
os,14,0.125,-2,1.728473,0.450214
os,14,0.125,-1,1.745147,2.784651
os,14,0.125,-2,1.778495,0.650308
os,14,0.125,-1,1.795169,0.416855
os,25,0.25,-2,0.009052,3.401551
os,25,0.25,1,0.04235,3.935183
os,25,0.25,-2,0.059024,0.300145
os,25,0.25,-1,0.092379,1.817524
os,25,0.25,-2,0.109046,2.08431
os,25,0.25,-1,0.142398,2.751295
os,25,0.25,-2,0.159075,0.300148
os,25,0.25,1,0.19243,3.068104
os,25,0.25,-2,0.209095,1.117191
os,25,0.25,-1,0.242442,0.783706
os,25,0.25,-2,0.259117,0.300137
os,25,0.25,1,0.292467,2.751304
os,25,0.25,-2,0.309141,1.35063
os,25,0.25,-1,0.342496,3.151485
os,25,0.25,-2,0.359169,0.400196
os,25,0.25,1,0.392514,2.85134
os,25,0.25,-2,0.409189,4.068578
os,25,0.25,1,0.442537,4.98568
os,25,0.25,-2,0.459211,0.817053
os,25,0.25,-1,0.49256,3.935188
os,25,0.25,-2,0.509233,1.767501
os,25,0.25,1,0.542586,1.183885
os,25,0.25,-2,0.559258,0.850408
os,25,0.25,-1,0.592613,1.717468
os,25,0.25,-2,0.609286,0.550261
os,25,0.25,1,0.642631,1.133864
os,25,0.25,-2,0.659305,1.050498
os,25,0.25,1,0.692658,1.550732
os,25,0.25,-2,0.70933,1.117198
os,25,0.25,-1,0.742678,2.401124
os,25,0.25,-2,0.759356,0.200092
os,25,0.25,1,0.792706,2.651249
os,25,0.25,-2,0.80938,1.350631
os,25,0.25,-1,0.842728,2.151017
os,25,0.25,-2,0.859398,0.316817
os,25,0.25,1,0.892746,2.050965
os,25,0.25,-2,0.909425,0.533584
os,25,0.25,-1,0.94277,1.050494
os,25,0.25,-2,0.959447,1.717478
os,25,0.25,-1,0.992796,1.7008
os,25,0.25,-2,1.009474,0.633632
os,25,0.25,-1,1.042824,1.317374
os,25,0.25,-2,1.059492,0.25003
os,25,0.25,1,1.092848,2.934712
os,25,0.25,-2,1.109519,0.350164
os,25,0.25,-1,1.142867,1.317291
os,25,0.25,-2,1.159538,0.300141
os,25,0.25,1,1.192893,0.783705
os,25,0.25,-2,1.209566,0.400181
os,25,0.25,-1,1.242919,6.119644
os,25,0.25,-2,1.259593,4.151863
os,25,0.25,1,1.292935,6.152893
os,25,0.25,-2,1.30961,4.252
os,25,0.25,-1,1.342962,1.800858
os,25,0.25,-2,1.359635,0.500228
os,25,0.25,1,1.392985,5.052382
os,25,0.25,-2,1.409659,0.400188
os,25,0.25,-1,1.443007,2.017614
os,25,0.25,-2,1.459688,0.900426
os,25,0.25,1,1.493035,2.784642
os,25,0.25,-2,1.509704,0.366844
os,25,0.25,-1,1.543056,1.283937
os,25,0.25,-2,1.559727,1.017147
os,25,0.25,-1,1.593078,0.350166
os,25,0.25,-2,1.609752,1.55073
os,26,0.25,-2,0.009892,4.835546
os,26,0.25,1,0.043198,3.751769
os,26,0.25,-2,0.05986,0.30014
os,26,0.25,-1,0.093209,1.500707
os,26,0.25,-2,0.109877,0.666976
os,26,0.25,1,0.143226,4.051909
os,26,0.25,-2,0.159902,0.200097
os,26,0.25,-1,0.193252,2.45115
os,26,0.25,-2,0.209926,3.001417
os,26,0.25,1,0.243274,3.751766
os,26,0.25,-2,0.259954,4.502128
os,26,0.25,1,0.293302,1.850857
os,26,0.25,-2,0.309977,3.668398
os,26,0.25,-1,0.343322,1.100521
os,26,0.25,-2,0.359998,1.183884
os,26,0.25,1,0.393346,5.402543
os,26,0.25,-2,0.410021,8.720772
os,26,0.25,-1,0.443368,2.651249
os,26,0.25,-2,0.460046,2.301082
os,26,0.25,1,0.493398,3.151485
os,26,0.25,-2,0.510071,1.250586
os,26,0.25,1,0.543415,2.017624
os,26,0.25,-2,0.560092,0.283465
os,26,0.25,-1,0.593446,1.967591
os,26,0.25,-2,0.610116,0.283464
os,26,0.25,1,0.643462,2.951387
os,26,0.25,-2,0.660137,2.6179
os,26,0.25,-1,0.693487,3.034768
os,26,0.25,-2,0.710166,0.850397
os,26,0.25,1,0.743512,2.717953
os,26,0.25,-2,0.760184,1.433996
os,26,0.25,1,0.793533,1.71748
os,26,0.25,-2,0.810207,0.433536
os,26,0.25,-1,0.843556,1.36731
os,26,0.25,-2,0.860231,5.152425
os,26,0.25,1,0.893583,2.234391
os,26,0.25,-2,0.910256,1.267261
os,26,0.25,-1,0.943613,2.217708
os,26,0.25,-2,0.960283,2.301082
os,26,0.25,1,0.993629,2.884699
os,26,0.25,-2,1.010302,0.750352
os,26,0.25,-1,1.04365,1.75082
os,26,0.25,-2,1.060328,0.300147
os,26,0.25,1,1.093676,2.41781
os,26,0.25,-2,1.110349,4.035224
os,26,0.25,1,1.143695,1.750824
os,26,0.25,-2,1.160377,0.300139
os,26,0.25,-1,1.193726,2.40113
os,26,0.25,-2,1.210398,1.000474
os,26,0.25,-1,1.243744,1.30061
os,26,0.25,-2,1.260418,0.700332
os,26,0.25,1,1.29377,3.351575
os,26,0.25,-2,1.310444,1.250591
os,37,0.5,-2,0.017099,4.90226
os,37,0.5,1,0.033723,0.800378
os,37,0.5,-2,0.067074,2.401126
os,37,0.5,-1,0.083743,0.900423
os,37,0.5,-2,0.117095,1.700803
os,37,0.5,1,0.133769,2.017616
os,37,0.5,-2,0.16712,2.034291
os,37,0.5,-1,0.183798,0.750369
os,37,0.5,-2,0.217141,2.451139
os,37,0.5,1,0.233815,0.767024
os,37,0.5,-2,0.267161,1.750825
os,37,0.5,-1,0.28384,0.967121
os,37,0.5,-2,0.317189,1.250587
os,37,0.5,1,0.333863,1.183896
os,37,0.5,-2,0.367211,5.102399
os,37,0.5,-1,0.383891,1.050495
os,37,0.5,-2,0.417239,0.300141
os,37,0.5,1,0.433914,5.702684
os,37,0.5,-2,0.467258,1.450685
os,37,0.5,-1,0.483933,2.601221
os,37,0.5,-2,0.517279,0.500233
os,37,0.5,1,0.533957,5.969482
os,37,0.5,-2,0.567303,0.933773
os,37,0.5,-1,0.58398,2.567874
os,37,0.5,-2,0.617333,0.433537
os,37,0.5,1,0.634008,4.352053
os,37,0.5,-2,0.667351,1.417334
os,37,0.5,-1,0.684026,0.900419
os,37,0.5,-2,0.717376,0.950451
os,37,0.5,1,0.734052,1.150539
os,37,0.5,-2,0.7674,2.451152
os,37,0.5,1,0.784075,1.750826
os,37,0.5,-2,0.817424,1.817524
os,37,0.5,-1,0.834102,1.233914
os,37,0.5,-2,0.867453,1.65078
os,37,0.5,1,0.88412,2.701271
os,37,0.5,-2,0.91747,1.150544
os,37,0.5,-1,0.934143,0.850398
os,37,0.5,-2,0.967495,5.319168
os,37,0.5,1,0.98417,2.28441
os,37,0.5,-2,1.017517,1.050494
os,37,0.5,-1,1.03419,1.750823
os,37,0.5,-2,1.067545,0.350165
os,37,0.5,1,1.084219,0.516909
os,37,0.5,-2,1.117565,5.435899
os,37,0.5,1,1.134239,2.851336
os,37,0.5,-2,1.167586,1.267264
os,37,0.5,-1,1.184266,1.317285
os,37,0.5,-2,1.217613,1.133925
os,37,0.5,1,1.234284,3.251472
os,37,0.5,-2,1.267633,5.152429
os,37,0.5,-1,1.284323,1.100517
os,37,0.5,-2,1.317668,2.201037
os,37,0.5,1,1.334334,3.55167
os,37,0.5,-2,1.367682,1.800847
os,37,0.5,1,1.384356,1.500711
os,37,0.5,-2,1.417706,0.316809
os,37,0.5,-1,1.434382,2.584556
os,37,0.5,-2,1.467729,1.750827
os,38,0.5,-2,0.012224,2.301037
os,38,0.5,1,0.045519,4.101924
os,38,0.5,-2,0.062194,0.767029
os,38,0.5,-1,0.095546,1.650779
os,38,0.5,-2,0.112221,0.300137
os,38,0.5,1,0.145568,4.201982
os,38,0.5,-2,0.162239,2.100994
os,38,0.5,1,0.195593,3.735089
os,38,0.5,-2,0.212264,7.803678
os,38,0.5,1,0.245611,0.600281
os,38,0.5,-2,0.262291,1.150543
os,38,0.5,-1,0.295637,1.2007
os,38,0.5,-2,0.312314,0.61682
os,38,0.5,1,0.345665,0.550261
os,38,0.5,-2,0.362332,10.604997
os,38,0.5,1,0.395684,1.117193
os,38,0.5,-2,0.412356,5.702682
os,38,0.5,1,0.445709,0.883752
os,38,0.5,-2,0.462379,9.20434
os,38,0.5,-1,0.49573,0.300134
os,38,0.5,-2,0.512403,6.119558
os,38,0.5,-1,0.545756,1.433999
os,38,0.5,-2,0.562432,27.496298
os,38,0.5,1,0.595777,0.700323
os,38,0.5,-2,0.612451,8.403962
os,38,0.5,1,0.6458,0.40018
os,38,0.5,-2,0.662472,4.25201
os,38,0.5,1,0.695825,0.683655
os,38,0.5,-2,0.712498,3.118136
os,38,0.5,1,0.745846,0.283461
os,38,0.5,-2,0.762528,1.317291
os,38,0.5,-1,0.795875,2.584548
os,38,0.5,-2,0.812544,0.950458
os,38,0.5,1,0.845895,0.950536
os,49,1,-2,0.012791,10.621595
os,49,1,1,0.04608,0.233443
os,49,1,-2,0.062751,11.622145
os,49,1,1,0.079425,0.833713
os,49,1,-2,0.11277,10.671691
os,49,1,1,0.146122,0.400185
os,49,1,-2,0.162796,1.850869
os,49,1,-1,0.179469,0.300145
os,49,1,-2,0.21282,8.420625
os,49,1,-1,0.229493,0.550256
os,49,1,-2,0.262841,3.334902
os,49,1,1,0.27952,0.500241
os,49,1,-2,0.312871,9.704747
os,49,1,1,0.32954,0.450024
os,49,1,-2,0.36289,11.555444
os,49,1,1,0.379563,0.300139
