Observer,Block,Contrast,State,Time,Duration
os,49,1,-2,0.412913,2.050962
os,49,1,-1,0.429585,0.166747
os,49,1,-2,0.462935,4.468767
os,49,1,-1,0.479612,1.734149
os,49,1,-2,0.512964,1.00047
os,49,1,1,0.529639,1.267265
os,50,1,-2,0.014722,10.404849
os,50,1,1,0.031343,0.36684
os,50,1,-2,0.0647,1.000472
os,50,1,-1,0.081371,0.383513
os,50,1,-2,0.114717,5.369198
os,50,1,-1,0.131391,0.483556
os,50,1,-2,0.16474,1.350642
os,50,1,1,0.181417,0.550254
os,50,1,-2,0.214764,28.980319
os,50,1,-1,0.231439,0.666978
os,50,1,-2,0.264788,33.882638
os,50,1,1,0.281478,0.100036
os,50,1,-2,0.314817,1.88422
os,50,1,-1,0.331493,0.900426
sr,1,0.0625,-2,0.010839,0.733619
sr,1,0.0625,-1,0.044132,1.000476
sr,1,0.0625,-2,0.060806,0.717005
sr,1,0.0625,-1,0.094159,7.270082
sr,1,0.0625,-2,0.110835,0.200098
sr,1,0.0625,1,0.144184,4.385398
sr,1,0.0625,-2,0.160854,0.066692
sr,1,0.0625,-1,0.194201,1.250587
sr,1,0.0625,-2,0.210877,0.300145
sr,1,0.0625,1,0.244226,5.15242
sr,1,0.0625,-2,0.260899,1.300616
sr,1,0.0625,-1,0.294249,10.638339
sr,1,0.0625,-2,0.310924,0.466888
sr,1,0.0625,1,0.344276,8.503993
sr,1,0.0625,-2,0.360952,0.550263
sr,1,0.0625,-1,0.394296,19.209037
sr,1,0.0625,-2,0.410969,0.216767
sr,1,0.0625,1,0.44432,6.986619
sr,1,0.0625,-2,0.460994,0.250114
sr,1,0.0625,-1,0.494344,13.122843
sr,1,0.0625,-2,0.511016,0.283467
sr,1,0.0625,1,0.544373,5.969475
sr,1,0.0625,-2,0.561046,0.100051
sr,1,0.0625,-1,0.594393,5.952803
sr,1,0.0625,-2,0.611063,0.150064
sr,1,0.0625,1,0.644414,4.852284
sr,1,0.0625,-2,0.661088,0.300138
sr,1,0.0625,-1,0.694439,4.768915
sr,1,0.0625,-2,0.71111,3.334901
sr,1,0.0625,-1,0.744458,3.418272
sr,1,0.0625,-2,0.761151,3.751769
sr,2,0.0625,-2,0.021507,1.71742
sr,2,0.0625,1,0.038125,3.501645
sr,2,0.0625,-2,0.054804,0.050023
sr,2,0.0625,-1,0.088151,4.051902
sr,2,0.0625,-2,0.10482,0.05003
sr,2,0.0625,1,0.138169,1.517377
sr,2,0.0625,-2,0.154843,0.050029
sr,2,0.0625,-1,0.188191,2.20103
sr,2,0.0625,1,0.20487,2.234386
sr,2,0.0625,-2,0.238216,0.100042
sr,2,0.0625,-1,0.254889,2.951392
sr,2,0.0625,-2,0.288248,0.0667
sr,2,0.0625,1,0.304919,1.584079
sr,2,0.0625,-2,0.338263,0.466915
sr,2,0.0625,-1,0.354934,0.300109
sr,2,0.0625,-2,0.388285,0.10005
sr,2,0.0625,1,0.404961,3.685061
sr,2,0.0625,-2,0.43831,1.40066
sr,2,0.0625,-1,0.454982,2.801319
sr,2,0.0625,-2,0.488341,0.050021
sr,2,0.0625,1,0.505013,10.171461
sr,2,0.0625,-2,0.538359,1.467354
sr,2,0.0625,-1,0.555032,0.583602
sr,2,0.0625,-2,0.588386,0.800377
sr,2,0.0625,-1,0.605052,10.171459
sr,2,0.0625,-2,0.638403,0.400184
sr,2,0.0625,1,0.655078,3.201508
sr,2,0.0625,-2,0.688432,1.183892
sr,2,0.0625,1,0.705103,6.00282
sr,2,0.0625,-2,0.738457,0.066695
sr,2,0.0625,-1,0.755129,8.387281
sr,2,0.0625,-2,0.788477,0.200098
sr,2,0.0625,1,0.805149,5.169096
sr,2,0.0625,-2,0.838497,3.268203
sr,2,0.0625,-1,0.855174,5.936131
sr,2,0.0625,-2,0.88852,1.050491
sr,2,0.0625,-1,0.905196,0.71701
sr,2,0.0625,-2,0.938551,0.533581
sr,2,0.0625,1,0.955229,2.751293
sr,2,0.0625,-2,0.98857,0.066703
sr,2,0.0625,-1,1.005244,8.537348
sr,2,0.0625,-2,1.038596,1.350636
sr,2,0.0625,1,1.055267,4.51879
sr,2,0.0625,-2,1.088619,0.583608
sr,2,0.0625,-1,1.105291,1.350634
sr,2,0.0625,-2,1.13864,0.400189
sr,2,0.0625,1,1.155319,2.017617
sr,2,0.0625,-2,1.188666,2.034289
sr,2,0.0625,-1,1.205342,6.152904
sr,2,0.0625,-2,1.238688,0.050018
sr,13,0.125,-2,0.019582,2.100933
sr,13,0.125,-1,0.036203,7.520201
sr,13,0.125,-2,0.069552,0.066699
sr,13,0.125,1,0.086232,10.388218
sr,13,0.125,-2,0.119575,0.166749
sr,13,0.125,-1,0.136249,21.443412
sr,13,0.125,-2,0.169599,0.600283
sr,13,0.125,1,0.186274,13.42298
sr,13,0.125,-2,0.219626,0.100047
sr,13,0.125,-1,0.236301,8.420623
sr,13,0.125,-2,0.269643,0.133397
sr,13,0.125,1,0.286326,8.303902
sr,13,0.125,-2,0.319667,0.050036
sr,13,0.125,-1,0.336345,9.804608
sr,13,0.125,-2,0.369694,0.166741
sr,13,0.125,1,0.386372,1.650774
sr,13,0.125,-2,0.419725,0.10005
sr,13,0.125,-1,0.436397,0.70033
sr,13,0.125,-2,0.469741,2.951386
sr,13,0.125,-1,0.486414,3.201509
sr,13,0.125,-2,0.519765,0.166739
sr,13,0.125,1,0.536439,6.23627
sr,13,0.125,-2,0.569787,0.700332
sr,13,0.125,-1,0.586459,5.902785
sr,13,0.125,-2,0.619811,0.5169
sr,13,0.125,1,0.636487,2.951389
sr,13,0.125,-2,0.669835,0.133396
sr,13,0.125,-1,0.686517,6.569755
sr,13,0.125,-2,0.719858,1.38405
sr,14,0.125,-2,0.015704,3.351526
sr,14,0.125,-1,0.032324,3.101458
sr,14,0.125,-2,0.065672,0.150078
sr,14,0.125,1,0.082351,5.819397
sr,14,0.125,-2,0.115697,0.333493
sr,14,0.125,-1,0.132376,5.702684
sr,14,0.125,-2,0.165723,0.200088
sr,14,0.125,1,0.182393,7.470187
sr,14,0.125,-2,0.215746,0.100048
sr,14,0.125,-1,0.232416,10.655011
sr,14,0.125,-2,0.265766,0.050023
sr,14,0.125,1,0.282443,5.902786
sr,14,0.125,-2,0.315794,0.050019
sr,14,0.125,-1,0.332467,6.419688
sr,14,0.125,-2,0.365818,0.083369
sr,14,0.125,1,0.382494,6.869901
sr,14,0.125,-2,0.415839,0.050023
sr,14,0.125,-1,0.432516,11.105228
sr,14,0.125,1,0.46586,6.102875
sr,14,0.125,-2,0.482538,0.350162
sr,14,0.125,-1,0.515887,3.068109
sr,14,0.125,-2,0.532562,0.050027
sr,14,0.125,1,0.565914,3.084783
sr,14,0.125,-2,0.58259,0.050022
sr,14,0.125,-1,0.615939,5.569293
sr,14,0.125,-2,0.632609,0.033348
sr,14,0.125,1,0.665958,3.251532
sr,14,0.125,-2,0.682629,0.15007
sr,14,0.125,-1,0.715978,7.520205
sr,14,0.125,-2,0.732652,0.183415
sr,14,0.125,1,0.766003,4.602167
sr,14,0.125,-2,0.782678,0.100053
sr,14,0.125,-1,0.816032,6.236272
sr,14,0.125,-2,0.832706,0.133387
sr,14,0.125,1,0.866055,4.402072
sr,14,0.125,-2,0.882724,0.116719
sr,14,0.125,-1,0.916073,5.552617
sr,14,0.125,-2,0.93275,0.050027
sr,25,0.25,-2,0.017352,1.850815
sr,25,0.25,-1,0.03398,5.469236
sr,25,0.25,-2,0.067316,0.583611
sr,25,0.25,1,0.08399,3.651718
sr,25,0.25,-2,0.117339,0.250122
sr,25,0.25,-1,0.134015,8.087131
sr,25,0.25,-2,0.167361,1.033836
sr,25,0.25,1,0.184036,4.75222
sr,25,0.25,-2,0.217386,3.401603
sr,25,0.25,-1,0.234066,8.320584
sr,25,0.25,-2,0.267414,7.186712
sr,25,0.25,1,0.284086,0.416858
sr,25,0.25,-2,0.317431,0.68366
sr,25,0.25,-1,0.334116,4.452093
sr,25,0.25,-2,0.367457,1.65078
sr,25,0.25,1,0.384131,6.936598
sr,25,0.25,-2,0.41748,1.400723
sr,25,0.25,-1,0.434153,8.704028
sr,25,0.25,-2,0.467508,1.183891
sr,25,0.25,1,0.484189,4.268678
sr,25,0.25,-2,0.517527,0.733673
sr,25,0.25,-1,0.534202,2.901367
sr,25,0.25,-2,0.567551,0.600287
sr,25,0.25,1,0.584223,3.00141
sr,25,0.25,-2,0.617574,0.600279
sr,25,0.25,-1,0.634248,8.053794
sr,25,0.25,-2,0.667596,0.300141
sr,25,0.25,1,0.684274,2.067642
sr,25,0.25,-2,0.717628,0.483556
sr,25,0.25,-1,0.734294,5.836081
sr,25,0.25,-2,0.767642,0.533585
sr,25,0.25,1,0.784321,2.751294
sr,25,0.25,-2,0.817668,0.466886
sr,25,0.25,-1,0.834345,0.600287
sr,25,0.25,-2,0.867691,1.700795
sr,25,0.25,1,0.884367,4.235327
sr,25,0.25,-2,0.91772,2.717952
sr,25,0.25,-1,0.934395,5.502584
sr,25,0.25,-2,0.967739,0.733685
sr,26,0.25,-2,0.006345,1.934196
sr,26,0.25,-1,0.039644,7.069987
sr,26,0.25,-2,0.056317,0.183423
sr,26,0.25,1,0.089664,7.870373
sr,26,0.25,-2,0.10634,0.083364
sr,26,0.25,-1,0.139693,3.201512
sr,26,0.25,-2,0.156367,0.400187
sr,26,0.25,1,0.189739,2.868013
sr,26,0.25,-2,0.206387,0.033353
sr,26,0.25,-1,0.239734,2.30109
sr,26,0.25,-2,0.256407,0.100042
sr,26,0.25,1,0.289761,2.251054
sr,26,0.25,-2,0.306432,0.016679
sr,26,0.25,-1,0.339782,8.954207
sr,26,0.25,-2,0.356454,0.717011
sr,26,0.25,1,0.38981,1.600748
sr,26,0.25,-2,0.406485,0.133397
sr,26,0.25,-1,0.439831,4.252006
sr,26,0.25,-2,0.456506,0.050016
sr,26,0.25,1,0.489855,3.951865
sr,26,0.25,-2,0.506529,0.150067
sr,26,0.25,-1,0.539878,6.903246
sr,26,0.25,-2,0.556549,0.100047
sr,26,0.25,1,0.589903,1.067174
sr,26,0.25,-2,0.606587,1.233912
sr,26,0.25,-1,0.639924,2.167683
sr,26,0.25,-2,0.656598,0.283464
sr,26,0.25,1,0.689948,2.968065
sr,26,0.25,-2,0.706623,0.73375
sr,26,0.25,-1,0.739971,3.918439
sr,26,0.25,-2,0.756646,0.083375
sr,26,0.25,1,0.789999,2.000944
sr,26,0.25,-2,0.806673,1.450677
sr,26,0.25,-1,0.840023,5.519268
sr,26,0.25,-2,0.856691,0.550262
sr,26,0.25,1,0.890048,1.400654
sr,26,0.25,-2,0.906717,1.400661
sr,26,0.25,-1,0.940066,2.751295
sr,26,0.25,-2,0.956738,0.700332
sr,26,0.25,1,0.990093,3.318228
sr,26,0.25,-2,1.006766,0.500231
sr,26,0.25,-1,1.040118,3.801789
sr,26,0.25,-2,1.056798,0.383517
sr,26,0.25,1,1.090136,2.801313
sr,26,0.25,-2,1.106808,0.200098
sr,26,0.25,-1,1.140158,3.301557
sr,26,0.25,-2,1.156834,0.20009
sr,26,0.25,1,1.190183,5.419215
sr,26,0.25,-2,1.206856,0.133397
sr,26,0.25,-1,1.240205,6.269618
sr,26,0.25,-2,1.256884,0.216767
sr,26,0.25,1,1.290235,2.901363
sr,26,0.25,-2,1.306905,0.083375
sr,26,0.25,-1,1.340252,5.852759
sr,26,0.25,-2,1.356929,0.10004
sr,37,0.5,-2,0.020166,0.866996
sr,37,0.5,-1,0.036767,6.419686
sr,37,0.5,-2,0.07012,0.983806
sr,37,0.5,1,0.086788,1.950911
sr,37,0.5,-2,0.12014,0.800373
sr,37,0.5,-1,0.136818,2.851344
sr,37,0.5,-2,0.170161,0.80038
sr,37,0.5,1,0.186833,3.251524
sr,37,0.5,-2,0.220181,0.650309
sr,37,0.5,-1,0.236861,4.652305
sr,37,0.5,-2,0.270213,0.216655
sr,37,0.5,1,0.286885,2.134334
sr,37,0.5,-2,0.320232,1.150543
sr,37,0.5,-1,0.336903,1.650773
sr,37,0.5,-2,0.370253,0.250118
sr,37,0.5,1,0.38693,5.652665
sr,37,0.5,-2,0.420279,0.800371
sr,37,0.5,-1,0.436958,6.653131
sr,37,0.5,-2,0.470306,0.900423
sr,37,0.5,1,0.486985,1.317286
sr,37,0.5,-2,0.520332,1.900898
sr,37,0.5,1,0.537002,2.317754
sr,37,0.5,-2,0.570349,0.450218
sr,37,0.5,-1,0.58702,4.585488
sr,37,0.5,-2,0.620372,1.767496
sr,37,0.5,1,0.637052,4.685543
sr,37,0.5,-2,0.670396,0.366834
sr,37,0.5,-1,0.687069,5.652658
sr,37,0.5,-2,0.720421,0.300147
sr,37,0.5,1,0.7371,2.784637
sr,37,0.5,-2,0.770442,0.2001
sr,37,0.5,-1,0.787124,3.618362
sr,37,0.5,-2,0.820471,0.083372
sr,37,0.5,1,0.83714,1.700803
sr,37,0.5,-2,0.870488,0.250117
sr,37,0.5,-1,0.887162,3.451625
sr,37,0.5,-2,0.920524,0.550258
sr,37,0.5,1,0.937191,1.100515
sr,37,0.5,-2,0.970537,0.150078
sr,37,0.5,-1,0.987213,3.635036
sr,37,0.5,-2,1.02056,0.350165
sr,37,0.5,1,1.037232,4.135281
sr,37,0.5,-2,1.070582,0.350172
sr,37,0.5,-1,1.087257,1.200556
sr,37,0.5,-2,1.120606,0.100054
sr,37,0.5,1,1.137285,1.050485
sr,37,0.5,-2,1.170635,0.066703
sr,37,0.5,-1,1.187314,1.850867
sr,37,0.5,-2,1.220655,0.083374
sr,37,0.5,1,1.237329,0.800376
sr,37,0.5,-2,1.270674,2.050972
sr,37,0.5,-1,1.287353,1.91762
sr,37,0.5,-2,1.320702,0.183361
sr,37,0.5,1,1.337375,3.251532
sr,37,0.5,-2,1.370734,0.200093
sr,37,0.5,-1,1.387407,1.550728
sr,37,0.5,-2,1.420749,0.150082
sr,37,0.5,1,1.437429,2.651243
sr,37,0.5,-2,1.470772,0.150062
sr,37,0.5,-1,1.487446,2.217712
sr,37,0.5,-2,1.520795,0.03335
sr,37,0.5,1,1.537467,1.217237
sr,37,0.5,-2,1.570818,2.334434
sr,37,0.5,-1,1.587494,3.201509
sr,38,0.5,-2,0.005362,2.250988
sr,38,0.5,-1,0.038643,6.286291
sr,38,0.5,-2,0.055314,0.550404
sr,38,0.5,1,0.088663,2.901221
sr,38,0.5,-1,0.105341,5.602636
sr,38,0.5,-2,0.138694,0.016673
sr,38,0.5,1,0.155366,2.100997
sr,38,0.5,-1,0.188711,4.135275
sr,38,0.5,-2,0.205387,0.100054
sr,38,0.5,1,0.238733,6.503051
sr,38,0.5,-1,0.255416,5.619312
sr,38,0.5,-2,0.288757,0.200091
sr,38,0.5,1,0.305433,9.67122
sr,38,0.5,-2,0.338793,0.033353
sr,38,0.5,-1,0.35546,7.653596
sr,38,0.5,-2,0.388809,0.050088
sr,38,0.5,1,0.405484,3.568283
sr,38,0.5,-1,0.43883,2.88469
sr,38,0.5,-2,0.455504,0.150069
sr,38,0.5,1,0.48885,5.9528
sr,38,0.5,-2,0.505527,0.250121
sr,38,0.5,-1,0.538877,2.201034
sr,38,0.5,1,0.55555,2.301081
sr,38,0.5,-1,0.588902,2.351116
sr,38,0.5,-2,0.605578,0.066688
sr,38,0.5,1,0.638925,2.817995
sr,38,0.5,-2,0.6556,0.250112
sr,38,0.5,-1,0.688946,2.284411
sr,38,0.5,-2,0.705621,0.016676
sr,38,0.5,1,0.738975,3.901841
sr,38,0.5,-2,0.755645,0.100041
sr,38,0.5,-1,0.788997,3.3349
sr,38,0.5,-2,0.805673,0.050023
sr,38,0.5,1,0.839021,1.917572
sr,38,0.5,-2,0.855692,0.033351
sr,38,0.5,-1,0.88904,1.75082
sr,38,0.5,-2,0.905716,0.100047
sr,38,0.5,1,0.939064,2.201036
sr,38,0.5,-2,0.955738,0.10005
sr,38,0.5,-1,0.989086,2.050968
sr,38,0.5,-2,1.005763,0.200092
sr,38,0.5,1,1.039116,5.20245
sr,38,0.5,-2,1.055791,0.150067
sr,38,0.5,-1,1.089134,2.21771
sr,38,0.5,-2,1.105809,1.083846
sr,38,0.5,-1,1.139158,3.701746
sr,38,0.5,-2,1.155835,0.266797
sr,38,0.5,1,1.189186,2.984731
sr,38,0.5,-2,1.205856,0.250115
sr,38,0.5,-1,1.239209,0.750358
sr,38,0.5,-2,1.255883,1.017143
sr,38,0.5,-1,1.289233,1.150537
sr,38,0.5,-2,1.305904,0.883753
sr,38,0.5,1,1.339251,3.184839
sr,38,0.5,-2,1.355928,0.750345
sr,38,0.5,-1,1.389274,1.88422
sr,49,1,-2,0.013493,2.234327
sr,49,1,-1,0.046787,1.81753
sr,49,1,-2,0.063465,4.935657
sr,49,1,1,0.096814,1.617426
sr,49,1,-2,0.113481,1.133867
sr,49,1,-1,0.146833,1.250591
sr,49,1,-2,0.163505,0.15007
sr,49,1,1,0.196856,1.817523
sr,49,1,-2,0.213533,0.100047
sr,49,1,-1,0.24688,1.534055
sr,49,1,-2,0.26355,0.100046
sr,49,1,1,0.296904,2.50119
sr,49,1,-2,0.313579,1.750822
sr,49,1,-1,0.346924,2.301072
sr,49,1,-2,0.3636,0.016733
sr,49,1,1,0.396947,2.150961
sr,49,1,-2,0.413625,0.08337
sr,49,1,-1,0.446971,2.517849
sr,49,1,-2,0.463646,0.150072
sr,49,1,1,0.497002,3.10146
sr,49,1,-2,0.513675,0.083371
sr,49,1,-1,0.547028,1.550731
sr,49,1,-2,0.563692,0.25012
sr,49,1,1,0.597045,3.568347
sr,49,1,-2,0.61372,0.133401
sr,49,1,-1,0.647067,1.800845
sr,49,1,-2,0.663742,0.166745
sr,49,1,1,0.697093,2.851344
sr,49,1,-2,0.713765,0.133392
sr,49,1,-1,0.747121,6.569762
sr,49,1,-2,0.763795,0.23344
sr,49,1,1,0.797137,2.15102
sr,49,1,-2,0.813813,0.050021
sr,49,1,-1,0.847163,4.91898
sr,49,1,-2,0.863835,0.050026
sr,49,1,1,0.897182,2.534533
sr,49,1,-2,0.913859,0.050024
sr,49,1,-1,0.947211,3.418268
sr,49,1,-2,0.963888,0.083375
sr,49,1,1,0.997232,3.751787
sr,49,1,-1,1.013904,3.86847
sr,49,1,-2,1.047255,2.234385
sr,49,1,1,1.063929,1.500711
sr,49,1,-2,1.097276,0.116717
sr,49,1,-1,1.113951,4.085256
sr,49,1,-2,1.1473,0.15007
sr,49,1,1,1.163981,2.050969
sr,49,1,-2,1.197329,0.06673
sr,49,1,-1,1.214007,2.734587
sr,49,1,-2,1.247352,0.066699
sr,49,1,1,1.264024,2.651247
sr,49,1,-2,1.297374,0.083376
sr,49,1,-1,1.314049,1.667448
sr,49,1,-2,1.347396,0.183425
sr,49,1,1,1.364071,0.800373
sr,49,1,-2,1.397423,0.10005
sr,49,1,-1,1.414098,2.351104
sr,49,1,-2,1.447444,0.05003
sr,49,1,1,1.46412,3.76844
sr,49,1,-2,1.497467,1.250585
sr,49,1,-1,1.514144,6.953276
sr,49,1,-2,1.547492,0.433537
sr,49,1,1,1.564163,1.767497
sr,49,1,-2,1.597518,0.083383
sr,49,1,-1,1.614195,4.468762
sr,49,1,-2,1.647543,0.133403
sr,49,1,1,1.664217,2.050964
sr,49,1,-2,1.69756,0.05002
sr,49,1,-1,1.714236,1.950927
sr,49,1,-2,1.747585,0.016665
sr,49,1,1,1.764259,2.134338
sr,49,1,-2,1.797609,0.100051
sr,49,1,-1,1.814283,2.751295
sr,49,1,-2,1.847636,0.050023
sr,50,1,-2,0.00715,0.800331
sr,50,1,-1,0.040449,0.583599
sr,50,1,-2,0.057119,1.567408
sr,50,1,1,0.090466,2.284411
sr,50,1,-2,0.107146,0.550252
sr,50,1,-1,0.140494,1.667454
sr,50,1,-2,0.157165,1.850869
sr,50,1,1,0.190515,1.333964
sr,50,1,-2,0.207189,0.200094
sr,50,1,-1,0.240538,2.167686
sr,50,1,-2,0.257211,0.800378
sr,50,1,1,0.290561,1.383978
sr,50,1,-2,0.307237,0.616959
sr,50,1,-1,0.340588,1.400662
sr,50,1,-2,0.357265,0.183417
sr,50,1,1,0.390611,1.100518
sr,50,1,-2,0.407279,0.616962
sr,50,1,-1,0.440633,0.883742
sr,50,1,-2,0.457305,0.60029
sr,50,1,1,0.490656,0.917096
sr,50,1,-2,0.507333,0.483564
sr,50,1,-1,0.540676,1.050498
sr,50,1,-2,0.557358,0.500226
sr,50,1,1,0.590706,1.050499
sr,50,1,-2,0.60738,0.466947
sr,50,1,-1,0.64073,0.683593
sr,50,1,-2,0.657402,0.90042
sr,50,1,-1,0.690749,1.167215
sr,50,1,-2,0.707424,0.500236
sr,50,1,1,0.740773,0.900427
sr,50,1,-2,0.757452,0.700333
sr,50,1,-1,0.790799,0.950441
sr,50,1,-2,0.80748,0.65031
sr,50,1,1,0.840819,1.000466
sr,50,1,-2,0.857495,0.750357
sr,50,1,-1,0.890844,0.850399
sr,50,1,-2,0.907517,1.700795
sr,50,1,1,0.940867,0.817053
sr,50,1,-2,0.957544,0.450216
sr,50,1,-1,0.990889,0.683653
sr,50,1,-2,1.007566,0.967119
sr,50,1,-1,1.04092,0.750363
sr,50,1,-2,1.057587,0.333486
sr,50,1,1,1.090936,0.917093
sr,50,1,-2,1.107615,0.633632
sr,50,1,-1,1.140961,0.566935
sr,50,1,-2,1.157634,0.483571
sr,50,1,1,1.190983,0.400181
sr,50,1,-2,1.207658,0.700331
sr,50,1,1,1.241013,0.450217
sr,50,1,-2,1.257685,0.767023
sr,50,1,-1,1.291031,0.683652
sr,50,1,-2,1.307705,1.000471
sr,50,1,1,1.341056,0.500233
sr,50,1,-2,1.357729,1.167215
sr,50,1,-1,1.391079,0.583608
sr,50,1,-2,1.407754,3.901837
sr,50,1,1,1.441104,0.80038
sr,50,1,-2,1.457779,0.800387
sr,50,1,-1,1.49113,0.700315
sr,50,1,-2,1.507803,1.017144
sr,50,1,1,1.541147,0.783704
sr,50,1,-2,1.557823,0.750355
sr,50,1,-1,1.59117,0.900425
sr,50,1,-2,1.60785,1.100517
sr,50,1,1,1.641195,0.750355
sr,50,1,-2,1.657868,0.717001
sr,50,1,-1,1.691223,0.800375
sr,50,1,-2,1.707898,0.450212
sr,50,1,1,1.741243,1.083846
sr,50,1,-2,1.757915,0.650304
sr,50,1,-1,1.791267,0.800375
sr,50,1,-2,1.807944,0.350175
sr,50,1,1,1.841291,0.650296
sr,50,1,-2,1.857963,1.133864
sr,50,1,1,1.891317,1.383991
sr,50,1,-2,1.907991,0.166742
sr,50,1,-1,1.941337,1.033817
sr,50,1,-2,1.958013,0.250121
sr,50,1,1,1.991361,1.117193
sr,50,1,-2,2.008035,0.183424
sr,50,1,-1,2.041392,1.150537
sr,50,1,-2,2.05806,0.867073
sr,50,1,1,2.091406,1.083846
sr,50,1,-2,2.108091,0.500232
sr,50,1,-1,2.141436,0.900422
sr,50,1,-2,2.158111,0.600285
sr,50,1,1,2.191456,0.366841
sr,50,1,-2,2.208129,0.93377
sr,50,1,-1,2.241478,0.700336
sr,50,1,-2,2.258152,0.767021
sr,50,1,1,2.291502,1.150546
sr,50,1,-2,2.308177,0.833726
sr,50,1,-1,2.341532,1.067165
sr,50,1,-2,2.358205,0.983802
sr,50,1,1,2.39155,1.117192
sr,50,1,-2,2.408223,0.483554
sr,50,1,-1,2.441572,0.550258
sr,50,1,-2,2.458248,0.200095
sr,50,1,1,2.491596,1.450689
sr,50,1,-2,2.508268,0.566931
sr,50,1,-1,2.541619,0.650302
sr,50,1,-2,2.5583,0.283468
sr,50,1,1,2.591647,1.150545
sr,50,1,-2,2.608322,0.700329
sr,50,1,-1,2.641667,1.450677
sr,50,1,-2,2.658338,0.400193
sr,50,1,1,2.69169,1.200567
sr,50,1,-2,2.708365,0.75035
sr,50,1,-1,2.741712,0.917096
sr,50,1,-2,2.758388,0.250119
sr,50,1,1,2.791742,1.050496
sr,50,1,-2,2.808429,0.633644
sr,50,1,-1,2.84176,1.717463
sr,50,1,-2,2.858435,0.28347
sr,50,1,1,2.891782,1.400655
sr,50,1,-2,2.908458,0.750354
sr,50,1,-1,2.94181,1.45068
sr,50,1,-2,2.958487,0.500234
sr,50,1,1,2.991833,1.45069
sr,50,1,-2,3.008507,0.366833
sr,50,1,-1,3.041861,1.734153
sr,50,1,-2,3.05853,0.41686
sr,50,1,1,3.091876,1.750825
sr,50,1,-2,3.108552,0.750355
sr,50,1,-1,3.141904,0.867071
sr,50,1,-2,3.158576,0.783705
sr,50,1,1,3.191926,1.85087
sr,50,1,-2,3.208599,0.550257
sr,50,1,-1,3.241954,0.8504
sr,50,1,-2,3.258628,0.900425
sr,50,1,1,3.291972,0.75036
sr,50,1,-2,3.308647,1.167239
sr,50,1,-1,3.341994,2.034262
sr,50,1,-2,3.358674,0.70033
