Observer,Contrast,State,Time,Duration,HistorySame,HistoryOther,Tau,iRow
jm,0.0625,1,2.264769,1.217242,0.3987008064076258,0.38432990390252586,30,803
jm,0.0625,-1,2.281447,1.083852,0.3754005632436799,0.412671109740664,30,804
jm,0.0625,1,2.314795,1.750825,0.40308330280313,0.3899122134938645,30,805
jm,0.0625,-1,2.331465,0.900465,0.38085317607320507,0.4169517852711918,30,806
jm,0.0625,1,2.364818,1.450642,0.41695178527119187,0.380853176073205,30,807
jm,0.0625,-1,2.381487,0.95045,0.3720046120774572,0.43049805392471285,30,808
jm,0.0625,1,2.414842,1.000474,0.43049805392471285,0.37200461207745716,30,809
jm,0.0625,-1,2.431512,2.85135,0.3633616314658211,0.44372959492827657,30,810
jm,0.0625,1,2.464862,3.518327,NA,NA,30,811
jm,0.0625,-1,0.067635,0.566932,0,0,0.9,814
jm,0.0625,1,0.084314,0.9838,0,0,0.9,815
jm,0.0625,-1,0.117664,0.767026,0,0,0.9,816
jm,0.0625,1,0.134337,0.933774,0,0,0.9,817
jm,0.0625,-1,0.167682,0.450212,0,0,0.9,818
jm,0.0625,1,0.184356,1.300615,0,0,0.9,819
jm,0.0625,-1,0.217706,0.516917,0,0.5432364716520577,0.9,820
jm,0.0625,-1,0.267729,0.500235,0,0.5432364716520577,0.9,822
jm,0.0625,1,0.284403,0.68369,0.5432364716520577,0,0.9,823
jm,0.0625,-1,0.317759,1.000443,0,0.5432364716520577,0.9,824
jm,0.0625,1,0.334448,1.350638,0.24813060751908075,0.5432364716520577,0.9,825
jm,0.0625,1,0.384449,1.150366,0.2998988209128265,0.11333701178153383,0.9,827
jm,0.0625,-1,0.417799,1.150539,0.05176821339374571,0.6802193152395881,0.9,828
jm,0.0625,1,0.434475,4.285354,0.31069937447925555,0.5668823034580541,0.9,829
jm,0.0625,-1,0.467824,0.783716,0.024675080376323683,0.9699963321585093,0.9,830
jm,0.0625,1,0.4845,2.301077,0.9699963321585093,0.02467508037632371,0.9,831
jm,0.0625,-1,0.517848,0.700331,0.005148034090599338,0.9937402471426509,0.9,832
jm,0.0625,1,0.534527,1.400661,0.9937402471426509,0.005148034090599385,0.9,833
jm,0.0625,-1,0.567874,0.700334,0.002351434215277665,0.9971407731982911,0.9,834
jm,0.0625,1,0.584547,1.617425,0.9971407731982911,0.0023514342152776146,0.9,835
jm,0.0625,-1,0.617952,0.700332,0.001074049388848277,0.9986940094777045,0.9,836
jm,0.0625,1,0.63457,2.15102,0.9986940094777045,0.0010740493888482527,0.9,837
jm,0.0625,-1,0.667918,0.883752,2.2408206110986442e-4,0.9997275273827587,0.9,838
jm,0.0625,1,0.684589,1.267259,0.9997275273827587,2.2408206110990925e-4,0.9,839
jm,0.0625,-1,0.717943,0.900424,1.0235251287204133e-4,0.9998755444459707,0.9,840
jm,0.0625,1,0.734617,1.033822,0.9998755444459707,1.0235251287205038e-4,0.9,841
jm,0.0625,-1,0.767968,1.150545,4.6750894914715884e-5,0.9999431532420191,0.9,842
jm,0.0625,1,0.784644,2.367783,0.45673756282219174,0.5432578257557723,0.9,843
jm,0.0625,-1,0.818045,2.034295,0.11334146695056349,0.886657570954988,0.9,844
jm,0.0625,1,0.868011,1.850873,0.18498595880336266,0.8150138404720625,0.9,846
jm,0.0625,-1,0.884687,0.950453,0.3722685974264262,0.6277313108899087,0.9,847
jm,0.0625,1,0.918047,2.617895,0.6277313108899087,0.37226859742642615,0.9,848
jm,0.0625,1,0.968063,2.050969,0.9223324960578303,0.07766748481393887,0.9,850
jm,0.0625,-1,1.018141,1.900845,0.016203994210163313,0.983796001799058,0.9,852
jm,0.0625,1,1.034759,1.900897,0.4493621329563363,0.5506378652208215,0.9,853
jm,0.0625,-1,1.068107,2.100991,0.2515112941602411,0.7484887050071509,0.9,854
jm,0.0625,1,1.084783,5.65267,0.15615938473305396,0.8438406150932366,0.9,855
jm,0.0625,-1,1.118158,3.501661,0.016777124218346536,0.9832228757781998,0.9,856
jm,0.0625,1,1.134805,6.186244,0.09369711774341126,0.9063028822562595,0.9,857
jm,0.0625,-1,1.168154,1.484036,0.008230417682475585,0.9917695823175214,0.9,858
jm,0.0625,1,1.18483,2.317765,0.45300417372751606,0.5469958262724826,0.9,859
jm,0.0625,1,1.234857,2.968072,0.1848234529790932,0.023809467849768232,0.9,861
jm,0.0625,-1,1.268201,0.93377,0.004967438820878021,0.8299273360038425,0.9,862
jm,0.0625,1,1.284876,2.651255,0.8299273360038425,0.004967438820878023,0.9,863
jm,0.0625,-1,1.318225,0.950484,0.001036371270238457,0.9645172433573361,0.9,864
jm,0.0625,1,1.334902,1.517345,0.9645172433573361,0.0010363712702384786,0.9,865
jm,0.0625,-1,1.368248,1.750831,4.733765980725664e-4,0.9837927708803854,0.9,866
jm,0.0625,1,1.384923,1.333965,0.4493606571905236,0.5434526928172307,0.9,867
jm,0.0625,1,1.434951,1.467451,0.7484880309311513,0.2482293694613887,0.9,869
jm,0.0625,-1,1.468299,1.233823,0.11338212263476885,0.8851185055863742,0.9,870
jm,0.0625,1,1.484972,1.750826,0.40428985161769015,0.5950252900382937,0.9,871
jm,0.0625,-1,1.518319,1.050497,0.27178585093414875,0.72790133075222,0.9,872
jm,0.0625,1,1.534994,6.71984,0.33247878012354654,0.6673783358797873,0.9,873
jm,0.0625,-1,1.568343,1.450688,0.006060669743046263,0.9939380326830458,0.9,874
jm,0.0625,1,1.585019,4.735566,0.4539946427675204,0.5460047645480431,0.9,875
jm,0.0625,-1,1.618368,2.000945,0.023766329216652903,0.9762336449851593,0.9,876
jm,0.0625,1,1.635046,1.317287,0.20367447676465963,0.7963255178529891,0.9,877
jm,0.0625,-1,1.668396,1.133869,NA,NA,0.9,878
jm,0.0625,1,0.034287,0.800381,0,0,30,813
jm,0.0625,-1,0.067635,0.566932,0,0,30,814
jm,0.0625,1,0.084314,0.9838,0,0,30,815
jm,0.0625,-1,0.117664,0.767026,0,0,30,816
jm,0.0625,1,0.134337,0.933774,0,0,30,817
jm,0.0625,-1,0.167682,0.450212,0,0,30,818
jm,0.0625,1,0.184356,1.300615,0,0,30,819
jm,0.0625,-1,0.217706,0.516917,0,0.023233530797828972,30,820
jm,0.0625,-1,0.267729,0.500235,0,0.02323353079782897,30,822
jm,0.0625,1,0.284403,0.68369,0.02323353079782897,0,30,823
jm,0.0625,-1,0.317759,1.000443,0,0.023233530797828972,30,824
jm,0.0625,1,0.334448,1.350638,0.022693733844495297,0.023233530797828972,30,825
jm,0.0625,1,0.384449,1.150366,0.044345206568992004,0.02216647828030148,30,827
jm,0.0625,-1,0.417799,1.150539,0.021651472724496686,0.06654844164426421,30,828
jm,0.0625,1,0.434475,4.285354,0.06500228637577467,0.04438196336396272,30,829
jm,0.0625,-1,0.467824,0.783716,0.04039889449102119,0.14891385781454736,30,830
jm,0.0625,1,0.4845,2.301077,0.14891385781454738,0.04039889449102119,30,831
jm,0.0625,-1,0.517848,0.700331,0.03854348377247471,0.18800191630011354,30,832
jm,0.0625,1,0.534527,1.400661,0.1880019163001135,0.03854348377247474,30,833
jm,0.0625,-1,0.567874,0.700334,0.03764798255519133,0.206867498785533,30,834
jm,0.0625,1,0.584547,1.617425,0.206867498785533,0.037647982555191306,30,835
jm,0.0625,-1,0.617952,0.700332,0.036773286993019155,0.22529476717925845,30,836
jm,0.0625,1,0.63457,2.15102,0.22529476717925845,0.03677328699301918,30,837
jm,0.0625,-1,0.667918,0.883752,0.035084390509522646,0.2608748594268101,30,838
jm,0.0625,1,0.684589,1.267259,0.2608748594268101,0.03508439050952261,30,839
jm,0.0625,-1,0.717943,0.900424,0.03426925624209656,0.278047346143767,30,840
jm,0.0625,1,0.734617,1.033822,0.278047346143767,0.034269256242096535,30,841
jm,0.0625,-1,0.767968,1.150545,0.033473060421777084,0.2948208553617102,30,842
jm,0.0625,1,0.784644,2.367783,0.2879711259388217,0.05592889383939914,30,843
jm,0.0625,-1,0.818045,2.034295,0.05336023273088459,0.32067266447080556,30,844
jm,0.0625,1,0.868011,1.850873,0.3059450461460956,0.0968368078432016,30,846
jm,0.0625,-1,0.884687,0.950453,0.09458694688581312,0.32207039329184606,30,847
jm,0.0625,1,0.918047,2.617895,0.32207039329184606,0.09458694688581315,30,848
jm,0.0625,1,0.968063,2.050969,0.35320584574799824,0.09024282714447893,30,850
jm,0.0625,-1,1.018141,1.900845,0.0860982209401429,0.38291133203943833,30,852
jm,0.0625,1,1.034759,1.900897,0.3740149498136623,0.10733138607012072,30,853
jm,0.0625,-1,1.068107,2.100991,0.1048376990062869,0.388558792756147,30,854
jm,0.0625,1,1.084783,5.65267,0.37071335025213337,0.1459500549018572,30,855
jm,0.0625,-1,1.118158,3.501661,0.12976512085686515,0.440497242614572,30,856
jm,0.0625,1,1.134805,6.186244,0.4105021366178498,0.18902267099954007,30,857
jm,0.0625,-1,1.168154,1.484036,0.16415660101725826,0.4880510097120293,30,858
jm,0.0625,1,1.18483,2.317765,0.47671186154697337,0.18357619436968586,30,859
jm,0.0625,1,1.234857,2.968072,0.47774720373569735,0.16710110921830026,30,861
jm,0.0625,-1,1.268201,0.93377,0.15942661235320546,0.501732846119922,30,862
jm,0.0625,1,1.284876,2.651255,0.501732846119922,0.15942661235320543,30,863
jm,0.0625,-1,1.318225,0.950484,0.15210458413663047,0.5246168935587501,30,864
jm,0.0625,1,1.334902,1.517345,0.5246168935587501,0.15210458413663042,30,865
jm,0.0625,-1,1.368248,1.750831,0.14857065759660104,0.5356617216030205,30,866
jm,0.0625,1,1.384923,1.333965,0.5232164084969386,0.16835236744550575,30,867
jm,0.0625,1,1.434951,1.467451,0.5342937747540246,0.1644409475315732,30,869
jm,0.0625,-1,1.468299,1.233823,0.1606204037126742,0.5451137746810177,30,870
jm,0.0625,1,1.484972,1.750826,0.5324488570086455,0.18012215541408505,30,871
jm,0.0625,-1,1.518319,1.050497,0.1759372817689006,0.5433117208888953,30,872
jm,0.0625,1,1.534994,6.71984,0.5306886712888017,0.19508316831226558,30,873
jm,0.0625,-1,1.568343,1.450688,0.1694198354963312,0.5924269182488118,30,874
jm,0.0625,1,1.585019,4.735566,0.5786627491982151,0.18871714532839312,30,875
jm,0.0625,-1,1.618368,2.000945,0.17178068442458713,0.6164757516315871,30,876
jm,0.0625,1,1.635046,1.317287,0.5881627066408274,0.2098185321129039,30,877
jm,0.0625,-1,1.668396,1.133869,NA,NA,30,878
jm,0.125,-1,0.068835,0.483563,0,0,0.9,881
jm,0.125,1,0.085508,0.76703,0,0,0.9,882
jm,0.125,-1,0.118857,0.600332,0,0,0.9,883
jm,0.125,1,0.135531,0.933721,0,0,0.9,884
jm,0.125,-1,0.168884,0.600282,0,0,0.9,885
jm,0.125,1,0.185559,0.516911,0,0,0.9,886
jm,0.125,-1,0.218911,0.833727,0,0,0.9,887
jm,0.125,1,0.235578,1.100516,0,0,0.9,888
jm,0.125,-1,0.268931,0.80038,0,0.5522473325056989,0.9,889
jm,0.125,1,0.2856,0.883749,0.5522473325056989,0,0.9,890
jm,0.125,-1,0.318954,0.933774,0,0.5522473325056989,0.9,891
jm,0.125,1,0.335624,2.151005,0.5522473325056989,0,0.9,892
jm,0.125,-1,0.368976,1.900898,0,0.9102334476677945,0.9,893
jm,0.125,1,0.385649,0.967123,0.4075594542357893,0.5522473325056989,0.9,894
jm,0.125,-1,0.419003,0.883746,0.5522473325056989,0.4075594542357893,0.9,895
jm,0.125,1,0.435676,1.100521,0.4075594542357893,0.5522473325056989,0.9,896
jm,0.125,-1,0.469023,1.000468,0.24727021624603895,0.7347331653022952,0.9,897
jm,0.125,1,0.485694,1.167217,0.328978734660634,0.6629632314217555,0.9,898
jm,0.125,-1,0.519046,2.501173,0.2968435553197327,0.6995484384988977,0.9,899
jm,0.125,1,0.535719,1.200573,0.14024718571715317,0.8590294723594869,0.9,900
jm,0.125,-1,0.569071,1.033814,0.3846327377051823,0.615043384019123,0.9,901
jm,0.125,1,0.585753,0.71701,0.2753873158192841,0.7244676668188301,0.9,902
jm,0.125,-1,0.6191,1.900889,0.7244676668188301,0.2753873158192841,0.9,903
jm,0.125,1,0.635771,1.650783,0.12330540525218003,0.8766296628372027,0.9,904
jm,0.125,-1,0.669121,1.183884,0.39251326993998736,0.6074576566238283,0.9,905
jm,0.125,1,0.685793,0.700332,0.27199078614315636,0.72799619614823885,0.9,906
jm,0.125,-1,0.71914,2.251055,0.72799619614823885,0.2719907861431563,0.9,907
jm,0.125,1,0.735816,1.650784,0.054529379522921834,0.9454680106549475,0.9,908
jm,0.125,-1,0.769163,1.417328,0.42333582380128304,0.5766630076438962,0.9,909
jm,0.125,1,0.785841,0.983799,0.2582023999178411,0.7417970768586208,0.9,910
jm,0.125,-1,0.819188,1.200569,0.7417970768586208,0.2582023999178411,0.9,911
jm,0.125,1,0.83586,1.750819,0.11561081331664368,0.8843889524086215,0.9,912
jm,0.125,-1,0.869215,1.250588,0.39598751254345077,0.6040123825594117,0.9,913
jm,0.125,1,0.885889,1.067169,0.27044815549056483,0.7295517975414619,0.9,914
jm,0.125,-1,0.919234,1.000475,0.3266587634244519,0.67334121554551285,0.9,915
jm,0.125,1,0.935909,1.083838,0.3014903253943586,0.6985096651893871,0.9,916
jm,0.125,-1,0.969257,1.300612,0.3127595658590992,0.6872404299247477,0.9,917
jm,0.125,1,0.985934,3.101458,0.3077137357087361,0.69228626240347,0.9,918
jm,0.125,-1,1.01928,2.11767,0.06214415100290807,0.9378558488276312,0.9,919
jm,0.125,1,1.035959,2.167677,0.18802363949048312,0.811976360475543,0.9,920
jm,0.125,-1,1.085985,1.7675,0.16278701110377938,0.8372129888894094,0.9,922
jm,0.125,1,1.119331,1.083841,0.3748643490361097,0.6251356509608406,0.9,923
jm,0.125,-1,1.136001,1.450679,0.27990615526350276,0.7200938447351317,0.9,924
jm,0.125,1,1.169354,1.200564,0.32242393982638234,0.6775760601730062,0.9,925
jm,0.125,-1,1.186024,1.500708,0.3033864883727426,0.6966135116269836,0.9,926
jm,0.125,1,1.236049,0.78371,0.3119105580435542,0.6880894419563232,0.9,928
jm,0.125,-1,1.286072,1.067163,0.6880894419563232,0.31191055804355416,0.9,930
jm,0.125,1,1.319427,0.533589,0.1396587843836374,0.8603412156163077,0.9,931
jm,0.125,-1,1.3361,2.501177,0.8603412156163077,0.13965878438363744,0.9,932
jm,0.125,1,1.369449,1.200565,0.02799913543158414,0.9720008645684048,0.9,933
jm,0.125,-1,1.386119,1.417332,0.4352159799172702,0.564784020082725,0.9,934
jm,0.125,1,1.419471,1.434013,0.2528835515501951,0.7471164484498027,0.9,935
jm,0.125,-1,1.436142,1.100517,0.33452338272226767,0.6654766172777313,0.9,936
jm,0.125,1,1.469493,1.050491,0.29796893054118834,0.7020310694588112,0.9,937
jm,0.125,-1,1.486166,1.517377,0.3143362840140597,0.68566371598594,0.9,938
jm,0.125,1,1.519523,1.634108,0.3070077578367595,0.6929922421632404,0.9,939
jm,0.125,-1,1.569541,0.516912,0.31028912498144756,0.6897108750185524,0.9,941
jm,0.125,1,1.586215,2.100994,0.6897108750185524,0.31028912498144756,0.9,942
jm,0.125,-1,1.619564,1.500726,0.062207524371959,0.937792475628041,0.9,943
jm,0.125,1,1.636241,1.300585,0.4198990825185397,0.5801009174814603,0.9,944
jm,0.125,-1,1.66959,1.033821,0.2597417332182153,0.7402582667817847,0.9,945
jm,0.125,1,1.686265,2.918042,0.3314526135862521,0.6685473864137479,0.9,946
jm,0.125,-1,1.719607,0.716995,0.1340320188038473,0.8659679811961527,0.9,947
jm,0.125,1,1.736289,1.48404,0.8659679811961527,0.1340320188038473,0.9,948
jm,0.125,-1,1.769637,2.284406,0.06001319394906896,0.939986806050931,0.9,949
jm,0.125,1,1.786313,1.317287,0.18845085901811545,0.8115491409818846,0.9,950
jm,0.125,-1,1.819656,0.867071,0.3633732926773474,0.6366267073226526,0.9,951
jm,0.125,1,1.836335,1.534058,0.6366267073226526,0.3633732926773474,0.9,952
jm,0.125,-1,1.869679,1.200565,0.16270136109246974,0.8372986389075303,0.9,953
jm,0.125,1,1.886359,1.41734,0.3749026990601943,0.6250973009398058,0.9,954
jm,0.125,-1,1.919706,2.034292,0.2798889839392859,0.720111016060714,0.9,955
jm,0.125,1,1.93638,1.417327,0.14436962167072864,0.8556303783292714,0.9,956
jm,0.125,-1,1.969732,1.133866,0.3831107842860893,0.6168892157139108,0.9,957
jm,0.125,1,1.986408,1.250586,0.27621379188437084,0.7237862081156292,0.9,958
jm,0.125,-1,2.019752,1.250592,0.32407720537935836,0.6759227946206416,0.9,959
jm,0.125,1,2.036428,2.351104,0.302646234311595,0.697353765688405,0.9,960
jm,0.125,-1,2.069776,1.550733,0.13980719233241767,0.8601928076675823,0.9,961
jm,0.125,1,2.086449,1.200566,0.3851536241925723,0.6148463758074276,0.9,962
jm,0.125,-1,2.119799,1.167218,0.2752991048669793,0.7247008951330207,0.9,963
jm,0.125,1,2.136473,1.05049,0.3244867589313178,0.6755132410686822,0.9,964
jm,0.125,-1,2.169822,3.635048,0.3024628556162233,0.6975371443837767,0.9,965
jm,0.125,1,2.186503,2.467868,0.06261550457498354,0.9373844954250165,0.9,966
jm,0.125,-1,2.219853,1.383942,0.18792914140492273,0.8120708585950773,0.9,967
jm,0.125,1,2.236521,0.817053,0.36360689313033323,0.6363931068696668,0.9,968
jm,0.125,-1,2.269871,0.933772,0.6363931068696668,0.36360689313033323,0.9,969
jm,0.125,1,2.286544,0.950447,0.36360689313033323,0.6363931068696668,0.9,970
jm,0.125,-1,2.319892,0.900424,NA,NA,0.9,971
jm,0.125,1,0.035485,0.350161,0,0,30,880
jm,0.125,-1,0.068835,0.483563,0,0,30,881
jm,0.125,1,0.085508,0.76703,0,0,30,882
jm,0.125,-1,0.118857,0.600332,0,0,30,883
jm,0.125,1,0.135531,0.933721,0,0,30,884
jm,0.125,-1,0.168884,0.600282,0,0,30,885
jm,0.125,1,0.185559,0.516911,0,0,30,886
jm,0.125,-1,0.218911,0.833727,0,0,30,887
jm,0.125,1,0.235578,1.100516,0,0,30,888
jm,0.125,-1,0.268931,0.80038,0,0.02381721307164797,30,889
jm,0.125,1,0.2856,0.883749,0.023817213071647966,0,30,890
jm,0.125,-1,0.318954,0.933774,0,0.02381721307164797,30,891
jm,0.125,1,0.335624,2.151005,0.023817213071647966,0,30,892
jm,0.125,-1,0.368976,1.900898,0,0.06976337084312023,30,893
jm,0.125,1,0.385649,0.967123,0.06810180177515324,0.02381721307164797,30,894
jm,0.125,-1,0.419003,0.883746,0.023817213071647966,0.06810180177515324,30,895
jm,0.125,1,0.435676,1.100521,0.06810180177515324,0.02381721307164797,30,896
jm,0.125,-1,0.469023,1.000468,0.023249953433147695,0.09029701972335924,30,897
jm,0.125,1,0.485694,1.167217,0.08814639636487319,0.0465134174099725,30,898
jm,0.125,-1,0.519046,2.501173,0.04540559743682867,0.10986420793280105,30,899
jm,0.125,1,0.535719,1.200573,0.10469321096511039,0.09033565112681552,30,900
jm,0.125,-1,0.569071,1.033814,0.08818410767596208,0.12601692352404736,30,901
jm,0.125,1,0.585753,0.71701,0.12301555160584153,0.10990102106555855,30,902
jm,0.125,-1,0.6191,1.900889,0.10990102106555855,0.12301555160584154,30,903
jm,0.125,1,0.635771,1.650783,0.1200856640021189,0.13110069810169644,30,904
jm,0.125,-1,0.669121,1.183884,0.12797824484116654,0.14104277122737807,30,905
jm,0.125,1,0.685793,0.700332,0.1376835254928399,0.14874737278689698,30,906
jm,0.125,-1,0.71914,2.251055,0.14874737278689695,0.1376835254928399,30,907
jm,0.125,1,0.735816,1.650784,0.13120315207350108,0.18881342192958095,30,908
jm,0.125,-1,0.769163,1.417328,0.18431641242869715,0.1518954717165426,30,909
jm,0.125,1,0.785841,0.983799,0.14827774490205123,0.20374372223292914,30,910
jm,0.125,-1,0.819188,1.200569,0.2037437222329291,0.14827774490205126,30,911
jm,0.125,1,0.83586,1.750819,0.14474618225793567,0.2227083276601448,30,912
jm,0.125,-1,0.869215,1.250588,0.21740403596743274,0.16511594466543877,30,913
jm,0.125,1,0.885889,1.067169,0.16118334302981557,0.2360432907918082,30,914
jm,0.125,-1,0.919234,1.000475,0.23042139744088672,0.18116161807692188,30,915
jm,0.125,1,0.935909,1.083838,0.1768468532187793,0.24875061499341833,30,916
jm,0.125,-1,0.969257,1.300612,0.24282606859441658,0.19645206710626506,30,917
jm,0.125,1,0.985934,3.101458,0.19177312636562943,0.2608598414510007,30,918
jm,0.125,-1,1.01928,2.11767,0.24266137959377698,0.2481577574763597,30,919
jm,0.125,1,1.035959,2.167677,0.2364776749857632,0.2783071625409489,30,920
jm,0.125,-1,1.085985,1.7675,0.26520803298215684,0.27241450738733697,30,922
jm,0.125,1,1.119331,1.083841,0.26592635302108475,0.2827087298239561,30,923
jm,0.125,-1,1.136001,1.450679,0.275975395768524,0.28340994148146326,30,924
jm,0.125,1,1.169354,1.200564,0.2766599065185759,0.2932196440366207,30,925
jm,0.125,-1,1.186024,1.500708,0.2862359692978077,0.2938878516482888,30,926
jm,0.125,1,1.236049,0.78371,0.2868882620664127,0.30323583929992004,30,928
jm,0.125,-1,1.286072,1.067163,0.30323583929992004,0.2868882620664127,30,930
jm,0.125,1,1.319427,0.533589,0.2800553832010222,0.3198308197760018,30,931
jm,0.125,-1,1.3361,2.501177,0.31983081977600186,0.2800553832010222,30,932
jm,0.125,1,1.369449,1.200565,0.26687396984933526,0.35184445583303514,30,933
jm,0.125,-1,1.386119,1.417332,0.3434645014603817,0.28433498871780505,30,934
jm,0.125,1,1.419471,1.434013,0.27756292170778846,0.3591013473182003,30,935
jm,0.125,-1,1.436142,1.100517,0.3505485540148068,0.29476935953233285,30,936
jm,0.125,1,1.469493,1.050491,0.28774877488935813,0.36601667748352595,30,937
jm,0.125,-1,1.486166,1.517377,0.35729918028812413,0.3047126140783606,30,938
jm,0.125,1,1.519523,1.634108,0.2974552088232374,0.3726065226525247,30,939
jm,0.125,-1,1.569541,0.516912,0.36373207371062366,0.3141878678070708,30,941
jm,0.125,1,1.586215,2.100994,0.3141878678070708,0.36373207371062366,30,942
jm,0.125,-1,1.619564,1.500726,0.3466122356341511,0.3464671016240044,30,943
jm,0.125,1,1.636241,1.300585,0.3382152208423091,0.36217411123646026,30,944
jm,0.125,-1,1.66959,1.033821,0.35354813326010676,0.35397708993508126,30,945
jm,0.125,1,1.686265,2.918042,0.34554634216161556,0.36894481511081534,30,946
jm,0.125,-1,1.719607,0.716995,0.35157962806691345,0.37634962144476747,30,947
jm,0.125,1,1.736289,1.48404,0.37634962144476747,0.35157962806691345,30,948
jm,0.125,-1,1.769637,2.284406,0.3432059811535931,0.39120323539303137,30,949
jm,0.125,1,1.786313,1.317287,0.37279040757557275,0.3741194145979908,30,950
jm,0.125,-1,1.819656,0.867071,0.36520893278627026,0.38772879207892685,30,951
jm,0.125,1,1.836335,1.534058,0.38772879207892685,0.3652089327862702,30,952
jm,0.125,-1,1.869679,1.200565,0.3565106738184304,0.4023113858956183,30,953
jm,0.125,1,1.886359,1.41734,0.3927294498965924,0.371836796209428,30,954
jm,0.125,-1,1.919706,2.034292,0.3629806800062291,0.40719294198054223,30,955
jm,0.125,1,1.93638,1.417327,0.3880275239807664,0.39296337440714757,30,956
jm,0.125,-1,1.969732,1.133866,0.38360408198953877,0.4026030028361005,30,957
jm,0.125,1,1.986408,1.250586,0.39301412133426783,0.39828491490528806,30,958
jm,0.125,-1,2.019752,1.250592,0.38879887822376563,0.4074708333379311,30,959
jm,0.125,1,2.036428,2.351104,0.39776601367983966,0.4033559855707405,30,960
jm,0.125,-1,2.069776,1.550733,0.3843711622371765,0.42611146098881747,30,961
jm,0.125,1,2.086449,1.200566,0.4159626735301756,0.39903372543922466,30,962
jm,0.125,-1,2.119799,1.167218,0.3895298541776651,0.429872814976503,30,963
jm,0.125,1,2.136473,1.05049,0.4196344425484985,0.4040695517145956,30,964
jm,0.125,-1,2.169822,3.635048,0.39444574110564373,0.4334571326897667,30,965
jm,0.125,1,2.186503,2.467868,0.4032177019973349,0.4366912474345215,30,966
jm,0.125,-1,2.219853,1.383942,0.4161374277803339,0.43130655378454097,30,967
jm,0.125,1,2.236521,0.817053,0.42103403369385634,0.43004340706745015,30,968
jm,0.125,-1,2.269871,0.933772,0.43004340706745015,0.4210340336938563,30,969
jm,0.125,1,2.286544,0.950447,0.42103403369385634,0.43004340706745015,30,970
jm,0.125,-1,2.319892,0.900424,NA,NA,30,971
jm,0.125,1,0.06363,0.666972,0,0,0.9,974
jm,0.125,-1,0.080301,0.833729,0,0,0.9,975
jm,0.125,1,0.113653,0.850398,0,0,0.9,976
jm,0.125,-1,0.130329,0.767029,0,0,0.9,977
jm,0.125,1,0.163677,0.833725,0,0,0.9,978
jm,0.125,-1,0.180348,0.817053,0,0,0.9,979
jm,0.125,1,0.213703,0.90042,0,0,0.9,980
jm,0.125,-1,0.230378,0.850403,0,0,0.9,981
jm,0.125,1,0.263723,1.050488,0,0,0.9,982
jm,0.125,-1,0.280396,0.833732,0,0.5522473325056989,0.9,983
jm,0.125,1,0.313745,0.950445,0.5522473325056989,0,0.9,984
jm,0.125,-1,0.330421,0.917098,0,0.5522473325056989,0.9,985
jm,0.125,1,0.363772,1.083841,0.5522473325056989,0,0.9,986
jm,0.125,-1,0.380447,0.917099,0,0.7995175487517379,0.9,987
jm,0.125,1,0.413792,0.983799,0.7995175487517379,0,0.9,988
jm,0.125,-1,0.43047,1.06717,0,0.7995175487517379,0.9,989
jm,0.125,1,0.46382,1.033817,0.35798611516209555,0.5522473325056989,0.9,990
jm,0.125,-1,0.480496,0.81705,0.24727021624603895,0.7125365704954492,0.9,991
jm,0.125,1,0.513838,1.083842,0.7125365704954492,0.24727021624603895,0.9,992
jm,0.125,-1,0.530515,1.050502,0.11071589891605658,0.8712874826322774,0.9,993
jm,0.125,1,0.563867,1.550724,0.3901212945029967,0.6018206715793927,0.9,994
jm,0.125,-1,0.580536,1.300611,0.26946681105288484,0.7269251827657455,0.9,995
jm,0.125,1,0.613888,1.400661,0.32548268965214494,0.6729018159558109,0.9,996
jm,0.125,-1,0.630562,0.967118,0.30129358305597354,0.6979830750206666,0.9,997
jm,0.125,1,0.663918,2.084318,0.6979830750206666,0.30129358305597354,0.9,998
jm,0.125,-1,0.680588,1.51738,0.06040407607643346,0.9394509065616807,0.9,999
jm,0.125,1,0.713934,1.350635,0.42064164939293197,0.5792934186964507,0.9,1000
jm,0.125,-1,0.730609,0.933778,0.2593801734832289,0.74059075308058675,0.9,1001
jm,0.125,1,0.763958,1.667444,0.74059075308058675,0.25938017348322884,0.9,1002
jm,0.125,-1,0.78063,1.017143,0.11613816457225032,0.8838488177191449,0.9,1003
jm,0.125,1,0.81398,1.800852,0.39574566579543147,0.6042485054908161,0.9,1004
jm,0.125,-1,0.830656,1.300613,0.2705538801629577,0.7294435100149115,0.9,1005
jm,0.125,1,0.864004,1.634099,0.32661027739558257,0.6733885540495967,0.9,1006
jm,0.125,-1,0.880682,1.067171,0.30151152133583725,0.6984879554406247,0.9,1007
jm,0.125,1,0.914035,5.902773,0.31274984526118027,0.687249920464085,0.9,1008
jm,0.125,-1,0.930703,1.333963,0.012368174599529927,0.987631821184317,0.9,1009
jm,0.125,1,0.96405,1.317287,0.44221478243753254,0.5577852156746737,0.9,1010
jm,0.125,-1,0.980727,1.383981,0.24974981820721917,0.7502501809475162,0.9,1011
jm,0.125,1,1.014073,1.150546,0.33592651980733246,0.6640734798141981,0.9,1012
jm,0.125,-1,1.030749,1.317283,0.29734067199903014,0.7026593278315092,0.9,1013
jm,0.125,1,1.0641,2.284413,0.3146175883763109,0.6853824115478127,0.9,1014
jm,0.125,-1,1.080772,1.30061,0.13740714590955072,0.8625928540752374,0.9,1015
