Observer,Contrast,State,Time,Duration,HistorySame,HistoryOther,Tau,iRow
al,0.0625,-1,1.084886,2.451147,0.29834996217536763,0.13697325074104116,30,44
al,0.0625,1,1.13491,2.401121,0.13368414859329794,0.3151984974469455,30,46
al,0.0625,-1,1.184934,3.951826,0.30762971997171284,0.15448676014022544,30,48
al,0.0625,1,1.234964,1.70079,0.1489558255371147,0.33241795901885185,30,50
al,0.0625,-1,1.285015,2.301076,0.3284025755572909,0.15923586189039207,30,52
al,0.0625,-1,1.335004,1.167214,0.34452946543690355,0.1554121735971821,30,54
al,0.0625,1,1.385027,5.019014,0.1535348999582089,0.3524471048803125,30,56
al,0.0625,-1,1.435053,0.783702,0.327662244848678,0.20098087649513777,30,58
al,0.0625,-1,1.485075,2.61789,0.3237043071884306,0.19855316383499583,30,60
al,0.0625,1,1.535099,2.901355,0.19378535965368482,0.3399440153336468,30,62
al,0.0625,-1,1.585122,3.06819,0.33178103033550127,0.21314477684469824,30,64
al,0.0625,-1,1.63515,3.151467,0.34716316441202544,0.20057882075820258,30,66
al,0.0625,-1,0.05951,3.201496,0,0.802177004208978,0.9,70
al,0.0625,1,0.092852,3.534987,0.23794566051694432,0.7033751163789828,0.9,71
al,0.0625,-1,0.109529,1.567392,0.20863856203783518,0.7739557202379476,0.9,72
al,0.0625,1,0.159554,0.550252,0.5161611437248305,0.4722307565700321,0.9,74
al,0.0625,-1,0.209574,1.967583,0.4722307565700321,0.5161611437248305,0.9,76
al,0.0625,1,0.242928,7.053287,0.3442345851638842,0.6480238220503768,0.9,77
al,0.0625,-1,0.259599,1.584068,0.038025534430848086,0.9615201949188966,0.9,78
al,0.0625,1,0.30962,4.902289,0.6412503332506873,0.35844670773981757,0.9,80
al,0.0625,-1,0.359654,7.420122,0.07090900155651965,0.9290310661846202,0.9,82
al,0.0625,1,0.392999,2.201028,0.05451482120326204,0.9454816620183492,0.9,83
al,0.0625,-1,0.409667,1.484099,0.42052468790447506,0.5794737479275524,0.9,84
al,0.0625,1,0.45969,2.201025,0.3864585849909381,0.6135403718450816,0.9,86
al,0.0625,1,0.509713,0.750341,0.7271133619742817,0.2728861740545755,0.9,88
al,0.0625,-1,0.559739,0.50023,0.2728861740545755,0.7271133619742817,0.9,90
al,0.0625,1,0.609765,2.83465,0.7271133619742817,0.2728861740545755,0.9,92
al,0.0625,-1,0.659782,2.084303,0.12137239439713167,0.8786273992410446,0.9,94
al,0.0625,1,0.693132,1.400654,0.39078971882057534,0.6092101893952632,0.9,95
al,0.0625,-1,0.743157,5.769357,0.40629020485875317,0.5937097339291948,0.9,97
al,0.0625,1,0.793179,3.134772,0.07832855906864114,0.9216714328556082,0.9,99
al,0.0625,-1,0.809861,2.501166,0.27339068150761087,0.7266093160969205,0.9,100
al,0.0625,1,0.859877,6.586404,0.32317618432478024,0.67682381460978,0.9,102
al,0.0625,-1,0.909898,4.38538,0.05955123780741206,0.9404487620988438,0.9,104
al,0.0625,1,0.943248,3.018073,0.18604239150635146,0.8139576084751039,0.9,105
al,0.0625,-1,0.993273,1.650767,0.24144008088636915,0.75855991910813,0.9,107
al,0.0625,1,1.009947,3.251515,0.5058934835578076,0.4941065164385239,0.9,108
al,0.0625,-1,1.043579,3.551661,0.14656428793496337,0.8534357120639485,0.9,109
al,0.0625,1,1.059975,3.951843,0.25315026876898866,0.7468497312306885,0.9,110
al,0.0625,-1,1.093319,1.517369,0.22153421460869094,0.7784657853912134,0.9,111
al,0.0625,1,1.109995,1.00047,0.5191689648790787,0.48083103512085745,0.9,112
al,0.0625,-1,1.160016,2.150978,0.3206724758750703,0.6793275241248871,0.9,114
al,0.0625,1,1.193364,1.717465,0.30214652123204666,0.6978534787679345,0.9,115
al,0.0625,-1,1.210041,2.100986,0.4654075683328061,0.5345924316671813,0.9,116
al,0.0625,1,1.260067,0.183415,0.23777226414209704,0.7622277358578973,0.9,118
al,0.0625,-1,1.310085,1.684116,0.7622277358578973,0.23777226414209704,0.9,120
al,0.0625,1,1.343437,1.467352,0.1585734178279542,0.841426582172042,0.9,121
al,0.0625,-1,1.360111,1.283932,0.5611583397573054,0.438841660242692,0.9,122
al,0.0625,1,1.393459,2.017608,0.2926692152302091,0.7073307847697893,0.9,123
al,0.0625,-1,1.410133,3.384909,0.31460161466862,0.6853983853313793,0.9,124
al,0.0625,1,1.460157,1.150549,0.20330621628295342,0.7966937837170464,0.9,126
al,0.0625,1,1.510192,3.751748,0.4686745457796657,0.5313254542203342,0.9,128
al,0.0625,-1,1.54353,1.283931,NA,NA,0.9,129
al,0.0625,1,0.042841,4.151932,0,0,30,69
al,0.0625,-1,0.05951,3.201496,0,0.0474488553600898,30,70
al,0.0625,1,0.092852,3.534987,0.04575009155825391,0.03580199751804236,30,71
al,0.0625,-1,0.109529,1.567392,0.03452021449176045,0.0799141444118775,30,72
al,0.0625,1,0.159554,0.550252,0.07894883575417633,0.046182555403315506,30,74
al,0.0625,-1,0.209574,1.967583,0.046182555403315506,0.07894883575417633,30,76
al,0.0625,1,0.242928,7.053287,0.07799518737027888,0.057704023147375105,30,77
al,0.0625,-1,0.259599,1.584068,0.05299813951159971,0.15318660597863187,30,78
al,0.0625,1,0.30962,4.902289,0.1513362156868596,0.06443727962272981,30,80
al,0.0625,-1,0.359654,7.420122,0.061379804462113254,0.19160434083808034,30,82
al,0.0625,1,0.392999,2.201028,0.17597860656664815,0.13792624225742967,30,83
al,0.0625,-1,0.409667,1.484099,0.13461425617850734,0.19576561257157998,30,84
al,0.0625,1,0.45969,2.201025,0.19340089676205394,0.14506752896156516,30,86
al,0.0625,1,0.509713,0.750341,0.21276954595797157,0.1415840610691563,30,88
al,0.0625,-1,0.559739,0.50023,0.1415840610691563,0.21276954595797157,30,90
al,0.0625,1,0.609765,2.83465,0.21276954595797157,0.14158406106915633,30,92
al,0.0625,-1,0.659782,2.084303,0.13818424076242225,0.23167310094516946,30,94
al,0.0625,1,0.693132,1.400654,0.22610999654507238,0.15887879279598915,30,95
al,0.0625,-1,0.743157,5.769357,0.15695964474854687,0.23545806284724224,30,97
al,0.0625,1,0.793179,3.134772,0.22157662638067752,0.2066611117047472,30,99
al,0.0625,-1,0.809861,2.501166,0.19926223109641797,0.2494457380709827,30,100
al,0.0625,1,0.859877,6.586404,0.24345586407444744,0.21849013363382008,30,102
al,0.0625,-1,0.909898,4.38538,0.20312542413437243,0.29665772119577727,30,104
al,0.0625,1,0.943248,3.018073,0.2825816518913049,0.24093621062475346,30,105
al,0.0625,-1,0.993273,1.650767,0.23231021300995952,0.3082666618096904,30,107
al,0.0625,1,1.009947,3.251515,0.30454300963627995,0.2415833849029203,30,108
al,0.0625,-1,1.043579,3.551661,0.2329342171562257,0.32944175907918716,30,109
al,0.0625,1,1.059975,3.951843,0.3176470860382946,0.2603967044097737,30,110
al,0.0625,-1,1.093319,1.517369,0.2510739822447885,0.34207668337038055,30,111
al,0.0625,1,1.109995,1.00047,0.3379446290702904,0.2601205005330992,30,112
al,0.0625,-1,1.160016,2.150978,0.2569784213297481,0.3459418088704286,30,114
al,0.0625,1,1.193364,1.717465,0.3376348004553251,0.27482040038041855,30,115
al,0.0625,-1,1.210041,2.100986,0.2715007563580434,0.34563572277497134,30,116
al,0.0625,1,1.260067,0.183415,0.33733606432366386,0.2889940144498887,30,118
al,0.0625,-1,1.310085,1.684116,0.2889940144498887,0.3373360643236638,30,120
al,0.0625,1,1.343437,1.467352,0.333261273486035,0.2975824844708085,30,121
al,0.0625,-1,1.360111,1.283932,0.2939878899124365,0.34131502504485056,30,122
al,0.0625,1,1.393459,2.017608,0.33719217106069016,0.30251603730517884,30,123
al,0.0625,-1,1.410133,3.384909,0.2952518003637021,0.3531079987271216,30,124
al,0.0625,1,1.460157,1.150549,0.3404660270330923,0.32048319365792566,30,126
al,0.0625,1,1.510192,3.751748,0.34843275005613666,0.31661197406641955,30,128
al,0.0625,-1,1.54353,1.283931,NA,NA,30,129
al,0.125,1,0.09187,2.43447,0,0.5369959125794206,0.9,133
al,0.125,-1,0.141894,6.136209,0.2486313024524159,0.5369959125794206,0.9,135
al,0.125,-1,0.191921,0.050031,0.925422542519869,0.05329978473698619,0.9,137
al,0.125,1,0.241938,3.718406,0.05329978473698619,0.925422542519869,0.9,139
al,0.125,-1,0.291963,1.90089,0.2915528639233718,0.7017436399536612,0.9,141
al,0.125,1,0.34199,2.984725,0.4774972752739361,0.5179413707624747,0.9,143
al,0.125,-1,0.392017,3.8518,0.2398089717072436,0.7580791027634426,0.9,145
al,0.125,1,0.442033,3.60168,0.16251152848556588,0.5174797691068982,0.9,147
al,0.125,-1,0.492061,6.002811,0.1630311579559151,0.7361506218467786,0.9,149
al,0.125,1,0.54208,3.501636,0.07306698013763524,0.9169262594602774,0.9,151
al,0.125,-1,0.592105,2.384452,0.288876123791256,0.707971262651396,0.9,153
al,0.125,1,0.642138,3.635037,0.32779358838390493,0.6707467386529854,0.9,155
al,0.125,-1,0.692152,4.852269,0.14378984637335346,0.5363412764182304,0.9,157
al,0.125,1,0.742174,2.584541,0.1149769731191557,0.8164518448490365,0.9,159
al,0.125,-1,0.792197,4.635504,0.3780205413471767,0.5902307210928357,0.9,161
al,0.125,1,0.842226,2.567867,0.08609617807939178,0.5897167123287936,0.9,163
al,0.125,-1,0.892244,3.101445,0.27304124822845743,0.576858794941469,0.9,165
al,0.125,1,0.942268,2.918026,0.18173842327917936,0.7709728299290891,0.9,167
al,0.125,1,0.99229,0.783701,0.42265206066858607,0.24289373366772782,0.9,169
al,0.125,-1,1.042316,0.817047,0.24289373366772782,0.42265206066858607,0.9,171
al,0.125,1,1.09234,2.301077,0.42265206066858607,0.24289373366772782,0.9,173
al,0.125,-1,1.142361,3.885157,0.1124607914970036,0.7326855442257066,0.9,175
al,0.125,1,1.192386,1.7008,0.2308313867010352,0.7203822187227782,0.9,177
al,0.125,1,1.24241,0.800373,0.32431582507678863,0.3335399117737522,0.9,179
al,0.125,-1,1.292437,3.901815,0.3335399117737522,0.3243158250767886,0.9,181
al,0.125,1,1.342454,3.651703,0.10217517217523245,0.7900328352885204,0.9,183
al,0.125,-1,1.392476,7.570211,0.24889855729543595,0.7171417511172211,0.9,185
al,0.125,1,1.442502,3.534985,0.04843417368850039,0.9492722635699818,0.9,187
al,0.125,-1,1.492532,1.46735,0.2990666796739586,0.7002107371219877,0.9,189
al,0.125,-1,0.04185,2.734617,0,0,30,131
al,0.125,1,0.09187,2.43447,0,0.022835806205240616,30,133
al,0.125,-1,0.141894,6.136209,0.02231433216019731,0.022835806205240616,30,135
al,0.125,-1,0.191921,0.050031,0.08777518293643526,0.021306836975632067,30,137
al,0.125,1,0.241938,3.718406,0.021306836975632067,0.08777518293643526,30,139
al,0.125,-1,0.291963,1.90089,0.0847857879096985,0.05463858720809845,30,141
al,0.125,1,0.34199,2.984725,0.05401112628249483,0.09529596370279891,30,143
al,0.125,-1,0.392017,3.8518,0.09311980354354016,0.07561354487502159,30,145
al,0.125,1,0.442033,3.60168,0.07219958286161311,0.12258172747342927,30,147
al,0.125,-1,0.492061,6.002811,0.11840691183398776,0.10379805819383002,30,149
al,0.125,1,0.54208,3.501636,0.09684826909310354,0.17743389308994503,30,151
al,0.125,-1,0.592105,2.384452,0.17139095498565488,0.1276072741152514,30,153
al,0.125,1,0.642138,3.635037,0.12469325913317651,0.19031291055751198,30,155
al,0.125,-1,0.692152,4.852269,0.18172025631311114,0.1527296371745186,30,157
al,0.125,1,0.742174,2.584541,0.145833872923586,0.2186656999622092,30,159
al,0.125,-1,0.792197,4.635504,0.21367229241413893,0.16533944506858378,30,161
al,0.125,1,0.842226,2.567867,0.15606134213186035,0.2463136096605969,30,163
al,0.125,-1,0.892244,3.101445,0.24068883980467426,0.1753333617720481,30,165
al,0.125,1,0.942268,2.918026,0.16936196231530226,0.2665490081358234,30,167
al,0.125,1,0.99229,0.783701,0.1861674966384284,0.25747104039316565,30,169
al,0.125,-1,1.042316,0.817047,0.25747104039316565,0.18616749663842835,30,171
al,0.125,1,1.09234,2.301077,0.18616749663842835,0.2574710403931657,30,173
al,0.125,-1,1.142361,3.885157,0.25159148161128575,0.204752017968719,30,175
al,0.125,1,1.192386,1.7008,0.19777869539902118,0.2770803342458491,30,177
al,0.125,1,1.24241,0.800373,0.20461422322360895,0.2707529814297276,30,179
al,0.125,-1,1.292437,3.901815,0.2707529814297276,0.204614223223609,30,181
al,0.125,1,1.342454,3.651703,0.1976455935854661,0.29558924308873535,30,183
al,0.125,-1,1.392476,7.570211,0.2855222402789975,0.2249717032211805,30,185
al,0.125,1,1.442502,3.534985,0.20749818531627634,0.3410156189945718,30,187
al,0.125,-1,1.492532,1.46735,0.3294015116653945,0.2344887412369746,30,189
al,0.125,1,0.094006,0.697145,0,0.36374861174858675,0.9,194
al,0.125,-1,0.144029,7.953718,0.36374861174858675,0,0.9,196
al,0.125,-1,0.194057,1.06716,0.6512046647943777,0,0.9,198
al,0.125,1,0.244075,1.367302,0,0.7626642940434177,0.9,200
al,0.125,-1,0.294098,8.103785,0.5189503710763941,0.31955596305017153,0.9,202
al,0.125,1,0.344123,1.217235,0.006799407204902052,0.4527684708431317,0.9,204
al,0.125,-1,0.394147,4.085243,0.20963365265553546,0.22058810285715558,0.9,206
al,0.125,-1,0.444176,4.285333,0.5651543386045191,0.03217689609687005,0.9,208
al,0.125,1,0.494192,2.801299,0.006897850827917266,0.9067809245353277,0.9,210
al,0.125,-1,0.544215,6.486367,0.4198432744548687,0.5401896457071638,0.9,212
al,0.125,1,0.594238,1.217241,0.03648321839322622,0.6412615300495831,0.9,214
al,0.125,-1,0.644266,0.700319,0.436342584247562,0.3443807514545807,0.9,216
al,0.125,1,0.694287,1.150531,0.2343318287675704,0.2969067095185317,0.9,218
al,0.125,-1,0.744308,0.850392,0.20202840002227976,0.4790056586026131,0.9,220
al,0.125,-1,0.794331,6.486366,0.09353997498535542,0.22178157783059652,0.9,222
al,0.125,1,0.844356,1.100515,0.022013036002860923,0.910028879039525,0.9,224
al,0.125,-1,0.894391,1.017136,0.6192237241945815,0.3345346021334802,0.9,226
al,0.125,-1,0.944404,0.20008600000000001,0.7409030537162398,0.22763207517510992,0.9,228
al,0.125,1,0.994428,2.801309,0.22763207517510992,0.7409030537162398,0.9,230
al,0.125,-1,1.044449,2.601216,0.3430411422530082,0.642390493813525,0.9,232
al,0.125,1,1.094478,2.534278,0.29742942435578656,0.6958253635959878,0.9,234
al,0.125,-1,1.144496,3.768426,0.14916602104555696,0.31239207648304357,0.9,236
al,0.125,1,1.19452,1.45068,0.06696835943765764,0.49804838733582063,0.9,238
al,0.125,-1,1.244542,2.484494,0.3388940552751376,0.3651241838938385,0.9,240
al,0.125,1,1.294564,1.800838,0.11503177911796643,0.47216368642318063,0.9,242
al,0.125,1,1.344597,0.250117,0.39782865121072164,0.32128096489090197,0.9,244
al,0.125,-1,1.394614,4.001865,0.32128096489090197,0.39782865121072164,0.9,246
al,0.125,1,1.44464,2.501171,0.08528363590017062,0.8545011102327579,0.9,248
al,0.125,-1,1.477985,1.500699,0.3956375067431901,0.576482584591288,0.9,249
al,0.125,1,1.528014,0.600274,0.39226413709056696,0.5887651453072729,0.9,251
al,0.125,-1,1.578035,4.402054,0.5887651453072729,0.39226413709056696,0.9,253
al,0.125,1,1.628057,2.11766,0.08409075551123835,0.911842438923542,0.9,255
al,0.125,-1,1.678081,2.534521,0.42218677630515006,0.5759302760954086,0.9,257
al,0.125,-1,0.044234,4.552122,0,0,30,192
al,0.125,1,0.094006,0.697145,0,0.04411909855558484,30,194
al,0.125,-1,0.144029,7.953718,0.04411909855558484,0,30,196
al,0.125,-1,0.194057,1.06716,0.11700296938868854,0,30,198
al,0.125,1,0.244075,1.367302,0,0.1271431681464357,30,200
al,0.125,-1,0.294098,8.103785,0.1256830760385359,0.011483842420995424,30,202
al,0.125,1,0.344123,1.217235,0.010231161693361364,0.1982195259423172,30,204
al,0.125,-1,0.394147,4.085243,0.19369302326180377,0.02134948865192248,30,206
al,0.125,-1,0.444176,4.285333,0.22745548686096018,0.020151451769212618,30,208
al,0.125,1,0.494192,2.801299,0.01924161093356822,0.26233597852264756,30,210
al,0.125,-1,0.544215,6.486367,0.25634532495644224,0.041638019440453214,30,212
al,0.125,1,0.594238,1.217241,0.03840400081588776,0.30262102781774397,30,214
al,0.125,-1,0.644266,0.700319,0.2991457756210053,0.049446817743177725,30,216
al,0.125,1,0.694287,1.150531,0.04887897827999539,0.29571043267286723,30,218
al,0.125,-1,0.744308,0.850392,0.2923145406618076,0.059801502216724076,30,220
al,0.125,-1,0.794331,6.486366,0.28563930246028074,0.058435886701320695,30,222
al,0.125,1,0.844356,1.100515,0.054523317472619376,0.33346925492892954,30,224
al,0.125,-1,0.894391,1.017136,0.329639746553079,0.06538102270748934,30,226
al,0.125,-1,0.944404,0.20008600000000001,0.337338058068962,0.064630197345393,30,228
al,0.125,1,0.994428,2.801309,0.064630197345393,0.337338058068962,30,230
al,0.125,-1,1.044449,2.601216,0.32963467154924697,0.08599012088904766,30,232
al,0.125,1,1.094478,2.534278,0.08402646715286015,0.34494300427646085,30,234
al,0.125,-1,1.144496,3.768426,0.3293687799051889,0.10254699269474682,30,236
al,0.125,1,1.19452,1.45068,0.09791698178561949,0.3481640298636566,30,238
al,0.125,-1,1.244542,2.484494,0.34416576900804363,0.1082763610174493,30,240
al,0.125,1,1.294564,1.800838,0.10458874904889186,0.3550179391466673,30,242
al,0.125,1,1.344597,0.250117,0.11487151075680066,0.3509409690768804,30,244
al,0.125,-1,1.394614,4.001865,0.3509409690768804,0.11487151075680066,30,246
al,0.125,1,1.44464,2.501171,0.10968504615188426,0.38024607413039613,30,248
al,0.125,-1,1.477985,1.500699,0.3715628484712509,0.13001610589958756,30,249
al,0.125,1,1.528014,0.600274,0.12852302142724525,0.37877972169090623,30,251
al,0.125,-1,1.578035,4.402054,0.37877972169090623,0.12852302142724525,30,253
al,0.125,1,1.628057,2.11766,0.12272018922666099,0.4068279032119776,30,255
al,0.125,-1,1.678081,2.534521,0.3975376600553445,0.14275358097325105,30,257
al,0.25,1,0.09237,1.700788,0,0.6589873188920918,0.9,262
al,0.25,-1,0.142393,3.768426,0.4603985005028131,0.3013545370237957,0.9,264
al,0.25,1,0.192416,3.468282,0.10276571863451697,0.8159890459266167,0.9,266
al,0.25,-1,0.242445,3.201489,0.2782626123061196,0.6940317321296294,0.9,268
al,0.25,-1,0.292466,0.733677,0.753878398366692,0.2366736217474905,0.9,270
al,0.25,1,0.342488,3.768423,0.2366736217474905,0.753878398366692,0.9,272
al,0.25,-1,0.392511,4.985657,0.2570820938563613,0.7396960251917224,0.9,274
al,0.25,1,0.44254,3.018075,0.17623033115556894,0.8230020654941861,0.9,276
al,0.25,-1,0.492557,2.901353,0.2806541409115187,0.7190840966119869,0.9,278
al,0.25,1,0.54258,2.551186,0.35098889024927904,0.6488833420507167,0.9,280
al,0.25,-1,0.592604,4.001867,0.3167235170415921,0.6832141188434937,0.9,282
al,0.25,1,0.642629,4.085236,0.1627736885333969,0.8372114534056574,0.9,284
al,0.25,-1,0.692656,4.452076,0.199463085721831,0.8005333743902805,0.9,286
al,0.25,1,0.742675,1.850864,0.13324890777219944,0.5653959659891016,0.9,288
al,0.25,-1,0.792697,2.100968,0.39501132642333414,0.3944482818853776,0.9,290
al,0.25,1,0.84272,3.368234,0.1925323691234248,0.7047017113123044,0.9,292
al,0.25,-1,0.8594,2.567869,0.24031221995594007,0.7246432982869284,0.9,293
al,0.25,1,0.909424,1.95091,0.24711255399570312,0.43958229629846457,0.9,295
al,0.25,-1,0.959527,3.885152,0.3071121769135837,0.47399860171735597,0.9,297
al,0.25,1,1.009464,3.201524,0.16163953401303513,0.7637164657422792,0.9,299
al,0.25,-1,1.042811,2.351071,0.26043699958903055,0.7141084497589099,0.9,300
al,0.25,-1,1.092838,0.700326,0.6390152445218934,0.34856024973913274,0.9,302
al,0.25,1,1.142863,2.251046,0.34856024973913274,0.6390152445218934,0.9,304
al,0.25,-1,1.192884,1.634099,0.311906844531614,0.6820286860944077,0.9,306
al,0.25,-1,1.242907,1.484027,0.17707657691883424,0.16249126278171067,0.9,308
al,0.25,1,1.292932,1.500702,0.11352378351571635,0.4250682840874961,0.9,310
al,0.25,-1,1.342959,4.302007,0.2969720281328094,0.38066741331694376,0.9,312
al,0.25,1,1.392976,3.051432,0.09069285493536479,0.832505721168813,0.9,314
al,0.25,-1,1.443002,2.3511,0.28389500801344963,0.6899147325109312,0.9,316
al,0.25,1,1.493023,2.334428,0.33675116369776126,0.6504652270526402,0.9,318
al,0.25,-1,1.54305,2.617893,0.31749564378440703,0.6762646064491368,0.9,320
al,0.25,1,1.593076,3.985193,0.33008846232421496,0.6668658816026214,0.9,322
al,0.25,-1,1.643094,3.551655,0.2274097222246988,0.7715516704320591,0.9,324
al,0.25,1,1.693119,3.184822,0.26310890374732165,0.736536917977941,0.9,326
al,0.25,-1,1.74314,3.301537,0.2511684291346131,0.7487107915823286,0.9,328
al,0.25,-1,0.042347,3.685046,0,0,30,260
al,0.25,1,0.09237,1.700788,0,0.031759786870911966,30,262
al,0.25,-1,0.142393,3.768426,0.03141993517342544,0.010700692006148206,30,264
al,0.25,1,0.192416,3.468282,0.010360840308661669,0.06218183159973154,30,266
al,0.25,-1,0.242445,3.201489,0.060206949880881135,0.041791569099566946,30,268
al,0.25,-1,0.292466,0.733677,0.09005457685542861,0.040464277771963715,30,270
al,0.25,1,0.342488,3.768423,0.040464277771963715,0.09005457685542861,30,272
al,0.25,-1,0.392511,4.985657,0.08719446268775004,0.0709389278049527,30,274
al,0.25,1,0.44254,3.018075,0.06795093567436158,0.12564240441232966,30,276
al,0.25,-1,0.492557,2.901353,0.12165202842624515,0.09755261531057678,30,278
al,0.25,1,0.54258,2.551186,0.09547602457253493,0.1403493155952355,30,280
al,0.25,-1,0.592604,4.001867,0.13736171666795205,0.1147305171735735,30,282
al,0.25,1,0.642629,4.085236,0.10989799583358578,0.17369658219100853,30,284
al,0.25,-1,0.692656,4.452076,0.16638037321017493,0.14738965050287045,30,286
al,0.25,1,0.742675,1.850864,0.1396707661714134,0.1993368406698995,30,288
al,0.25,-1,0.792697,2.100968,0.19720379853241227,0.1488768843264985,30,290
al,0.25,1,0.84272,3.368234,0.14570776007373828,0.2142928242975885,30,292
al,0.25,-1,0.8594,2.567869,0.20748692986993128,0.17283989953927037,30,293
al,0.25,1,0.909424,1.95091,0.16735054116711331,0.22195628406352622,30,295
al,0.25,-1,0.959527,3.885152,0.21958119822893327,0.17626046657516997,30,297
al,0.25,1,1.009464,3.201524,0.17066247172297508,0.24436713304323485,30,299
al,0.25,-1,1.042811,2.351071,0.2366060849795259,0.19700205486510225,30,300
al,0.25,-1,1.092838,0.700326,0.2528563590327849,0.19280849592046848,30,302
al,0.25,1,1.142863,2.251046,0.19280849592046848,0.2528563590327849,30,304
al,0.25,-1,1.192884,1.634099,0.24747383626237243,0.20999108396140523,30,306
al,0.25,-1,1.242907,1.484027,0.24741092337712778,0.20114612780283236,30,308
al,0.25,1,1.292932,1.500702,0.19899372504098495,0.2554641472932606,30,310
al,0.25,-1,1.342959,4.302007,0.25273050413446213,0.20756504648431345,30,312
